Time,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage
2020-02-22 20:23:00,0.0538348,0.0108711,0.0027454,0.9992238,0.0028435,62.6063961,0.056321,0.0080755,0.0031429,62.6063961,0.0036182,1.0354006,3.118144035
2020-02-22 20:33:00,0.0426351,0.0094994,0.0025557,1.0170001,0.0032726,62.35979424,0.0469652,0.0106044,0.0031213,62.35979424,0.0021237,0.9842916,3.118241787
2020-02-22 20:43:00,0.0398343,0.0087964,0.0014723,0.948136,0.0028424,62.39501572,0.0489587,0.0077626,0.0028556,62.39501572,0.0025804,0.9800991,3.117753506
2020-02-22 20:52:00,0.0433746,0.010627,0.002149,0.9896364,0.0032637,62.39501572,0.0492419,0.0082406,0.0026231,62.39501572,0.0017973,1.0134926,3.117753506
2020-02-22 21:02:00,0.0440207,0.0085602,0.004389,1.0063287,0.0035305,62.25408173,0.0491644,0.012414,0.0031018,62.25408173,0.0026882,1.0378588,3.118046522
2020-02-22 21:13:00,0.0393942,0.008248,0.0023752,1.0303056,0.0027512,62.43024063,0.0482004,0.0076416,0.0028009,62.43024063,0.0021383,0.9511258,3.117851019
2020-02-22 21:23:00,0.0473524,0.0086555,0.0031422,0.9898218,0.0035213,62.43024063,0.0497562,0.0093004,0.0029997,62.43024063,0.0023172,1.0055865,3.117655516
2020-02-22 21:33:00,0.0521369,0.0098124,0.0027555,1.0150512,0.0028758,62.14841385,0.0424232,0.0082812,0.003502,62.14841385,0.004181,1.012389,3.117558002
2020-02-22 21:43:00,0.0380475,0.0080475,0.002071,0.9942701,0.0027515,62.18363876,0.0445701,0.0077219,0.0029751,62.18363876,0.0021587,0.9597034,3.118046522
2020-02-22 21:53:00,0.0411944,0.0098971,0.0017549,1.0045932,0.0026798,62.25408173,0.0481468,0.0094038,0.0030027,62.25408173,0.0025925,0.9665292,3.117753506
2020-02-22 22:02:00,0.0557896,0.0117781,0.0034367,0.9759939,0.003545,62.25408173,0.0515002,0.0131646,0.0038903,62.25408173,0.0038817,1.0111161,3.117753506
2020-02-22 22:12:00,0.0457613,0.0088733,0.0025478,1.0484077,0.0029082,62.28930664,0.0456372,0.0091415,0.0026478,62.28930664,0.0017951,1.053887,3.1183393
2020-02-22 22:23:00,0.0431559,0.0086291,0.002748,0.9938769,0.0032025,62.35979424,0.0394692,0.0113461,0.0032744,62.35979424,0.0022895,1.0290244,3.117753506
2020-02-22 22:33:00,0.0441006,0.0106466,0.0021846,0.9840592,0.0035835,62.07792969,0.0484196,0.0105835,0.0029609,62.07792969,0.0022161,1.0587217,3.117655516
2020-02-22 22:43:00,0.0405359,0.0103805,0.0036292,1.0141694,0.0035843,62.00747986,0.0542844,0.0102535,0.0031266,62.00747986,0.0021262,0.9939902,3.118241787
2020-02-22 22:53:00,0.0367879,0.0079773,0.0014776,0.9764151,0.0031812,62.32457275,0.0457324,0.0092227,0.0027653,62.32457275,0.0022793,1.0096446,3.117558002
2020-02-22 23:03:00,0.040189,0.0104091,0.0014187,0.9445751,0.0026856,62.00747986,0.0470345,0.008585,0.0030045,62.00747986,0.002301,0.9857805,3.117167234
2020-02-22 23:12:00,0.0444511,0.0110435,0.0036563,0.9750559,0.0034212,62.28930664,0.0534553,0.0099862,0.0029797,62.28930664,0.0028914,1.0568532,3.116581202
2020-02-22 23:22:00,0.0445585,0.0095434,0.0031668,0.997376,0.0035366,62.28930664,0.0549578,0.0102229,0.0030374,62.28930664,0.0019634,1.0104387,3.116581202
2020-02-22 23:32:00,0.0425639,0.0109414,0.0024401,0.9982802,0.0027528,62.14841385,0.0480528,0.0103128,0.0034344,62.14841385,0.0035499,0.9681933,3.117264986
2020-02-22 23:43:00,0.0413722,0.0081135,0.0020349,0.944064,0.0028434,62.43024063,0.041871,0.0079515,0.0027457,62.43024063,0.0027499,0.9462678,3.117069721
2020-02-22 23:53:00,0.0424652,0.0093923,0.0029179,1.018466,0.0030841,62.25408173,0.0469791,0.0094483,0.003083,62.25408173,0.0021924,1.0128795,3.11697197
2020-02-23 00:03:00,0.0463192,0.0108221,0.0027553,0.9837672,0.0032683,62.25408173,0.0486503,0.0099635,0.0038352,62.25408173,0.0029944,1.0527192,3.11697197
2020-02-23 00:13:00,0.0498019,0.009958,0.00262,0.9695686,0.003796,62.50072823,0.0460898,0.012868,0.0038916,62.50072823,0.0040815,0.9728587,3.117069721
2020-02-23 00:22:00,0.0459073,0.0105353,0.0024455,1.003762,0.0033016,62.14841385,0.0459106,0.0085884,0.0031869,62.14841385,0.0037588,0.9899145,3.117069721
2020-02-23 00:32:00,0.0454842,0.0100322,0.0016494,1.0296822,0.003074,62.39501572,0.0495872,0.0113346,0.0036357,62.39501572,0.0024254,1.043873,3.11697197
2020-02-23 00:43:00,0.0507758,0.0105314,0.0021623,0.9680016,0.0033469,62.04270477,0.0472,0.0096924,0.0034367,62.04270477,0.0027583,0.9529827,3.116776705
2020-02-23 00:53:00,0.0437899,0.008457,0.0021093,1.041505,0.0026718,62.11314774,0.0528188,0.0084373,0.0028941,62.11314774,0.0015154,1.0510259,3.116385698
2020-02-23 01:03:00,0.0396495,0.0094072,0.0025303,1.0647349,0.0027938,62.35979424,0.0474075,0.0077897,0.0028037,62.35979424,0.0026404,0.9822245,3.116581202
2020-02-23 01:13:00,0.0457304,0.0086209,0.0021601,1.000701,0.0025478,62.14841385,0.0478925,0.0091143,0.0032229,62.14841385,0.0021081,1.016161,3.116776705
2020-02-23 01:23:00,0.0478432,0.0103599,0.0016422,1.0407636,0.0027371,62.11314774,0.0456161,0.0086651,0.0031908,62.11314774,0.003117,1.0358736,3.11609292
2020-02-23 01:32:00,0.0480617,0.0090935,0.0019965,1.0015603,0.0032545,62.11314774,0.0388642,0.0106691,0.0029486,62.11314774,0.0019655,1.0030173,3.11609292
2020-02-23 01:42:00,0.0441678,0.0089829,0.002489,0.9640869,0.0039431,62.43024063,0.0445667,0.0095085,0.0031468,62.43024063,0.0018614,1.0321424,3.116385698
2020-02-23 01:52:00,0.0429869,0.00929,0.0014704,0.9564147,0.0031246,62.21886024,0.047675,0.0100226,0.0031638,62.21886024,0.0027557,0.9835734,3.115897417
2020-02-23 02:03:00,0.0389899,0.0113033,0.0024405,0.9786674,0.0030057,62.21886024,0.0439353,0.0093748,0.0029691,62.21886024,0.0026738,1.0408951,3.11609292
2020-02-23 02:13:00,0.0512299,0.0099244,0.0032955,1.0167361,0.0035231,62.21886024,0.0434709,0.0105287,0.0031876,62.21886024,0.0025122,1.0526082,3.115701914
2020-02-23 02:23:00,0.0453902,0.0080467,0.002807,1.0228525,0.0030647,62.11314774,0.0516411,0.0094174,0.0025174,62.11314774,0.0021361,1.0326329,3.115995169
2020-02-23 02:33:00,0.043953,0.0082423,0.0025022,1.0344394,0.0035712,62.25408173,0.045735,0.0091087,0.0025784,62.25408173,0.0021313,1.0181404,3.115701914
2020-02-23 02:42:00,0.0410939,0.0085036,0.0034903,1.0473405,0.0030247,62.25408173,0.0474922,0.0110015,0.0024141,62.25408173,0.0014871,0.995847,3.115701914
2020-02-23 02:52:00,0.0464479,0.008733,0.0012085,0.9797907,0.0026585,62.07792969,0.0606116,0.0086455,0.0029711,62.07792969,0.0018909,1.017177,3.115604401
2020-02-23 03:02:00,0.0450214,0.0097806,0.0020291,0.9908496,0.0027528,62.21886024,0.0406387,0.0103027,0.0031397,62.21886024,0.0012979,1.0156472,3.115995169
2020-02-23 03:13:00,0.0390756,0.0100483,0.0025699,0.9501916,0.0029624,62.21886024,0.0408413,0.0085748,0.0034766,62.21886024,0.0019099,0.9906853,3.115506649
2020-02-23 03:23:00,0.0439718,0.0110422,0.0022594,1.0169664,0.0035464,62.39501572,0.0407543,0.0111818,0.003452,62.39501572,0.0027595,0.9693962,3.115506649
2020-02-23 03:33:00,0.0537353,0.0105557,0.0028252,0.9818014,0.0038631,62.11314774,0.0429277,0.0126614,0.0035946,62.11314774,0.0032522,1.0153202,3.115604401
2020-02-23 03:43:00,0.0449436,0.0110099,0.003475,0.9670412,0.0029192,62.07792969,0.0435039,0.0127489,0.0033246,62.07792969,0.0028656,0.9517448,3.115995169
2020-02-23 03:53:00,0.0392553,0.0096406,0.0025266,0.9606327,0.0033447,62.07792969,0.048952,0.0115841,0.002593,62.07792969,0.0018685,1.0719997,3.115506649
2020-02-23 04:02:00,0.0511955,0.0098922,0.002474,0.9662998,0.0031859,62.07792969,0.0488136,0.0088912,0.0031129,62.07792969,0.0025883,0.997044,3.115506649
2020-02-23 04:12:00,0.0475302,0.0107131,0.0028159,0.9568472,0.0033145,61.79610291,0.0441704,0.0098808,0.0036466,61.79610291,0.0036964,0.9901189,3.115116119
2020-02-23 04:23:00,0.0485394,0.008127,0.0012861,0.9611663,0.0034412,61.97225838,0.0441736,0.0099507,0.0027905,61.97225838,0.0026539,1.0369888,3.115311384
2020-02-23 04:33:00,0.0514617,0.0095508,0.0026808,0.9831662,0.0040066,62.39501572,0.0473358,0.0134072,0.0029666,62.39501572,0.0024883,1.0234539,3.115408897
2020-02-23 04:43:00,0.0467657,0.0085507,0.0040338,1.0299125,0.0035367,61.97225838,0.0457744,0.0109369,0.0030624,61.97225838,0.0024097,1.0496829,3.115408897
2020-02-23 04:53:00,0.0446754,0.0092533,0.0017548,0.9824585,0.0032435,62.04270477,0.0496886,0.0100848,0.00322,62.04270477,0.0019591,1.0044012,3.115213633
2020-02-23 05:02:00,0.0400939,0.0107959,0.0017548,0.9824585,0.0032435,62.04270477,0.0496886,0.0100848,0.0030836,62.04270477,0.0022905,1.0022524,3.115213633
