Time,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage
2020-02-22 10:29:00,0.0036116,0.9666134,0.0453193,0.0151384,0.0428255,0.0141607,0.0055315,62.97331543,0.004697,62.97331543,0.0044132,1.0166298,3.130940199
2020-02-22 10:39:00,0.0026547,0.9495314,0.0461738,0.0175653,0.0410854,0.0176452,0.0053509,63.30332413,0.0049874,63.30332413,0.0026127,1.0178608,3.130940199
2020-02-22 10:49:00,0.0035844,0.9809806,0.0437377,0.0141992,0.0423708,0.0153306,0.0050042,63.23001099,0.0054189,63.23001099,0.0035559,1.0223924,3.130647182
2020-02-22 10:59:00,0.0035918,0.9692237,0.0488549,0.0146358,0.0421956,0.0188623,0.0046572,62.64335136,0.0051431,62.64335136,0.0044053,1.021213,3.131135464
2020-02-22 11:09:00,0.0021657,1.0200519,0.0450773,0.0168592,0.0465987,0.0153613,0.0049082,62.90000229,0.0050424,62.90000229,0.003299,1.0590069,3.130647182
2020-02-22 11:19:00,0.0035264,0.9850318,0.0494464,0.0156706,0.04649,0.0135416,0.0049153,62.82668228,0.0043165,62.82668228,0.0031408,1.0396261,3.130940199
2020-02-22 11:29:00,0.005168,0.9997749,0.0503422,0.0142927,0.0483035,0.0129135,0.005106,62.82668228,0.0048377,62.82668228,0.0033726,1.0461294,3.131135464
2020-02-22 11:39:00,0.0042736,0.9919231,0.0469789,0.0150854,0.0441969,0.0154847,0.0053231,62.82668228,0.004278,62.82668228,0.0025732,1.0283615,3.131135464
2020-02-22 11:49:00,0.0023973,1.0120957,0.0443883,0.0152936,0.0478294,0.0143408,0.0047359,63.08333321,0.0041674,63.08333321,0.0030542,1.0091794,3.130451918
2020-02-22 11:59:00,0.0036953,1.0329574,0.0463126,0.0165828,0.041525,0.0163282,0.0051534,62.56999359,0.0057493,62.56999359,0.0063519,1.0228002,3.130842447
2020-02-22 12:09:00,0.0027509,0.9636689,0.0468209,0.0152427,0.0416336,0.016894,0.0056993,62.64335136,0.0048991,62.64335136,0.0025155,1.0473397,3.130549431
2020-02-22 12:19:00,0.0038236,0.9840921,0.0468525,0.0208523,0.0428472,0.0155422,0.0051651,62.60664673,0.00507,62.60664673,0.0041032,1.0112672,3.130647182
2020-02-22 12:29:00,0.004409,1.0139124,0.0514628,0.0143649,0.0491491,0.0154879,0.0048813,62.71666794,0.0050353,62.71666794,0.0046887,1.0121059,3.130940199
2020-02-22 12:39:00,0.007602,0.9970184,0.0592451,0.0189556,0.053494,0.0141639,0.0063094,62.82668228,0.0047828,62.82668228,0.0042509,1.0613914,3.130451918
2020-02-22 12:48:00,0.0026635,0.9965381,0.0495754,0.0138191,0.0445194,0.0183573,0.0051009,62.82668228,0.0049351,62.82668228,0.0032574,1.0366867,3.130451918
2020-02-22 12:59:00,0.004471,0.9965381,0.0487685,0.0165678,0.0499518,0.0156429,0.0056496,62.97331543,0.0055754,62.97331543,0.003259,1.035897,3.130060911
2020-02-22 13:09:00,0.0058847,0.9650472,0.0472069,0.0183262,0.0428304,0.0155782,0.0059951,62.90000229,0.0053,62.90000229,0.0040472,1.0374454,3.130158663
2020-02-22 13:19:00,0.0041436,0.9845306,0.0463529,0.0164149,0.0469942,0.0124139,0.0047268,62.49667358,0.0042002,62.49667358,0.0027697,1.0288002,3.130060911
2020-02-22 13:29:00,0.005681,1.0039932,0.0591957,0.0169179,0.0402244,0.0169834,0.0052297,62.46002045,0.0045119,62.46002045,0.0042612,1.0269963,3.130158663
2020-02-22 13:39:00,0.0039052,0.9829018,0.0471039,0.0155244,0.0466436,0.0157438,0.0051494,62.60664673,0.0044225,62.60664673,0.0039289,1.0295331,3.129670382
2020-02-22 13:49:00,0.0033626,0.9940113,0.0498023,0.0155918,0.0446498,0.0156703,0.0050977,62.93665543,0.0047101,62.93665543,0.0030596,1.0333267,3.129768133
2020-02-22 13:58:00,0.0058074,0.9843009,0.0442876,0.0177073,0.0456203,0.0148525,0.0051891,62.93665543,0.0053215,62.93665543,0.003863,1.0358093,3.129768133
2020-02-22 14:09:00,0.0034211,0.9998585,0.0509955,0.015417,0.0424129,0.0147859,0.0047225,63.04667664,0.0052805,63.04667664,0.0056456,1.0104646,3.130060911
2020-02-22 14:19:00,0.0026978,0.9779735,0.0448058,0.0173451,0.0358964,0.0173252,0.0046346,62.68000793,0.0053845,62.68000793,0.0032692,1.0342428,3.12957263
2020-02-22 14:29:00,0.002395,0.9790594,0.054301,0.0178135,0.0428782,0.0130206,0.0049879,62.68000793,0.0041973,62.68000793,0.0025648,1.0199924,3.130256414
2020-02-22 14:39:00,0.006575,0.9962458,0.0452687,0.0182502,0.052843,0.0141453,0.0053811,62.93665543,0.0050869,62.93665543,0.0041568,1.0137033,3.130060911
2020-02-22 14:49:00,0.0047527,0.9772844,0.0472944,0.0156642,0.0502489,0.0197236,0.0050634,62.60664673,0.0050246,62.60664673,0.0059831,1.0645089,3.129768133
2020-02-22 14:59:00,0.0055224,0.957258,0.0467244,0.0184445,0.0441484,0.0177471,0.0057005,62.93665543,0.0056449,62.93665543,0.0045098,1.0206272,3.129181862
2020-02-22 15:09:00,0.0040411,0.9733793,0.0506984,0.0147005,0.0423881,0.0156583,0.005395,62.82668228,0.0050772,62.82668228,0.0040545,1.0235589,3.129475117
2020-02-22 15:19:00,0.0035917,0.9791011,0.0447047,0.0161715,0.0391747,0.0137467,0.0049967,62.82668228,0.0049509,62.82668228,0.0038376,1.0454558,3.129475117
2020-02-22 15:29:00,0.0024693,0.9713119,0.0488057,0.0144764,0.0473156,0.017761,0.0046891,62.71666794,0.0062523,62.71666794,0.004224,1.0802974,3.129475117
2020-02-22 15:39:00,0.0061096,0.9922154,0.0473091,0.016592,0.040392,0.0166252,0.0057332,62.78998108,0.0046173,62.78998108,0.0025399,1.0357215,3.129670382
2020-02-22 15:49:00,0.002461,0.9957237,0.0499214,0.0182237,0.043158,0.01513,0.0049235,62.46002045,0.0049508,62.46002045,0.003761,1.0462094,3.129279613
2020-02-22 15:59:00,0.0025867,1.0085038,0.0467464,0.0161631,0.0435641,0.0150694,0.0052881,62.31334267,0.0053969,62.31334267,0.0041102,1.0514275,3.129377127
2020-02-22 16:09:00,0.003973,0.9751752,0.0427179,0.013377,0.0440048,0.017295,0.0053295,62.49667358,0.0051479,62.49667358,0.0033238,1.0424571,3.128986597
2020-02-22 16:19:00,0.0035745,0.9881642,0.0545405,0.0153087,0.0438801,0.0135305,0.0045704,62.46002045,0.005195,62.46002045,0.0037439,1.010271,3.128498316
2020-02-22 16:29:00,0.0028711,1.0101745,0.0498426,0.0174437,0.0438511,0.0221963,0.0051251,62.46002045,0.006256,62.46002045,0.003267,1.050741,3.128498316
2020-02-22 16:39:00,0.0070242,0.9879971,0.0472972,0.0155746,0.0438511,0.0221963,0.0061281,62.64335136,0.006256,62.64335136,0.003267,1.050741,3.128986597
2020-02-22 16:49:00,0.0026807,0.9827556,0.0449299,0.0193375,0.0434789,0.0159056,0.0055549,62.31334267,0.0054572,62.31334267,0.0058156,0.9911406,3.12908411
2020-02-22 16:59:00,0.0039666,1.0082115,0.0441622,0.0175338,0.0456722,0.0177177,0.0050909,62.46002045,0.0046276,62.46002045,0.0024736,1.0447694,3.128693581
2020-02-22 17:09:00,0.0035166,0.993009,0.045907,0.0178603,0.0410252,0.01555,0.0046606,62.53333359,0.0055046,62.53333359,0.0046632,1.0334041,3.128693581
2020-02-22 17:19:00,0.0035458,0.9518702,0.0529119,0.0149039,0.0413125,0.01389,0.0055027,62.42331581,0.0049061,62.42331581,0.0036185,1.0041084,3.128498316
2020-02-22 17:29:00,0.0042674,0.9727528,0.0608344,0.0180177,0.042646,0.010865,0.0055716,62.31334267,0.00386,62.31334267,0.0024523,1.0638766,3.129475117
2020-02-22 17:39:00,0.0050838,0.9658407,0.0573102,0.0221345,0.0413965,0.0179363,0.0059841,62.31334267,0.0057233,62.31334267,0.0040855,1.0321938,3.129475117
2020-02-22 17:49:00,0.0035211,0.9797068,0.0462364,0.0139257,0.0488427,0.0188885,0.0048434,62.34999924,0.0057981,62.34999924,0.0073309,1.0355796,3.128009796
2020-02-22 17:59:00,0.0025882,1.0069168,0.0456952,0.0136113,0.0531104,0.0151553,0.0041065,62.64335136,0.0039967,62.64335136,0.0033609,1.0410506,3.128498316
2020-02-22 18:09:00,0.0027324,0.9819412,0.0469419,0.0194507,0.0435471,0.0160539,0.0051669,62.64335136,0.0046844,62.64335136,0.0031412,1.0543281,3.128498316
2020-02-22 18:19:00,0.0031688,0.9873707,0.050857,0.0171163,0.0501237,0.0163159,0.0050939,62.42331581,0.0045906,62.42331581,0.0026054,1.0087459,3.128693581
2020-02-22 18:29:00,0.0033852,0.9937816,0.0474376,0.0136025,0.0495417,0.0164876,0.0043749,62.34999924,0.0053679,62.34999924,0.002989,1.0474558,3.128009796
2020-02-22 18:39:00,0.0035087,0.9905657,0.0501532,0.0176807,0.0505834,0.0150624,0.0051279,62.68000793,0.0042196,62.68000793,0.0029791,1.0477397,3.128107309
2020-02-22 18:49:00,0.0029811,0.9853242,0.0457,0.01459,0.0430102,0.0143549,0.0047492,62.68000793,0.0044221,62.68000793,0.0019135,1.0442223,3.128107309
2020-02-22 18:59:00,0.0025759,0.9865562,0.0429614,0.0152294,0.0440701,0.012535,0.0052584,62.38665924,0.0045062,62.38665924,0.0041765,1.0184053,3.128498316
2020-02-22 19:09:00,0.0036136,0.984468,0.0438996,0.0125901,0.0449561,0.0170373,0.0044972,62.46002045,0.005596,62.46002045,0.0032242,1.0279099,3.128009796
2020-02-22 19:19:00,0.002643,0.9687643,0.0463006,0.0204246,0.0509771,0.015958,0.0055104,62.60664673,0.0051463,62.60664673,0.0026227,1.0295641,3.128205061
2020-02-22 19:29:00,0.0021528,0.9548147,0.0452859,0.01676,0.0443202,0.0178917,0.0046132,62.2766861,0.0052753,62.2766861,0.0035959,1.0511823,3.127814531
2020-02-22 19:39:00,0.00548,0.9836536,0.0507645,0.0145256,0.0440223,0.0169342,0.0045294,62.56999359,0.005771,62.56999359,0.0059934,1.0598843,3.128302813
2020-02-22 19:49:00,0.0021096,1.0245417,0.0474662,0.0152682,0.0450228,0.0156486,0.0044874,62.46002045,0.0048351,62.46002045,0.0028781,1.0375564,3.127912045
2020-02-22 19:59:00,0.0049234,0.9804585,0.0487013,0.0206611,0.0517253,0.0167847,0.0055211,62.46002045,0.0053083,62.46002045,0.0062381,1.0539694,3.127912045
2020-02-22 20:09:00,0.0046415,0.9637316,0.0488487,0.0171751,0.0502321,0.0173123,0.0057041,62.31334267,0.0050867,62.31334267,0.0063094,1.019693,3.127423525
2020-02-22 20:19:00,0.0032998,0.9930716,0.0501768,0.0163704,0.0442968,0.0141136,0.0051723,62.75332451,0.0047029,62.75332451,0.0040776,1.0571772,3.127521515
2020-02-22 20:29:00,0.00613,0.996914,0.0500647,0.0208648,0.0540402,0.0186526,0.0054781,62.42331581,0.0061104,62.42331581,0.006708,1.0465474,3.127423525
2020-02-22 20:39:00,0.0057435,0.9709152,0.0505011,0.0149863,0.0448372,0.0136095,0.0054741,62.46002045,0.0048665,62.46002045,0.0040089,1.0176595,3.127814531
2020-02-22 20:49:00,0.0039754,1.0025105,0.0470874,0.0184719,0.0423382,0.013094,0.0056724,62.75332451,0.0046622,62.75332451,0.0033406,1.0334686,3.127521515
2020-02-22 20:59:00,0.0032725,0.9983758,0.0439154,0.0152192,0.0423979,0.0137093,0.0046623,62.56999359,0.0046852,62.56999359,0.0017275,1.0161472,3.12722826
2020-02-22 21:09:00,0.0030413,1.0035129,0.0462966,0.0159445,0.0412835,0.0140147,0.0055065,62.56999359,0.0054835,62.56999359,0.0035163,1.0516933,3.12722826
2020-02-22 21:19:00,0.005047,0.9836953,0.0488826,0.0161841,0.0497287,0.013409,0.0052574,62.46002045,0.0044728,62.46002045,0.004054,1.0261292,3.127423525
2020-02-22 21:29:00,0.0032457,0.9922154,0.0439923,0.0168261,0.0539834,0.0169676,0.0046568,62.60664673,0.0051686,62.60664673,0.0053973,1.0436519,3.127130508
2020-02-22 21:39:00,0.0041731,0.9570909,0.0500678,0.0164739,0.0538513,0.0121275,0.0058079,62.49667358,0.0038429,62.49667358,0.0028844,1.0187975,3.126935244
2020-02-22 21:49:00,0.0034481,0.9450208,0.0515068,0.0188362,0.05188,0.0140926,0.0058696,62.56999359,0.0045368,62.56999359,0.0029691,1.0248182,3.127326012
2020-02-22 21:59:00,0.0037794,0.9853242,0.0482223,0.0156105,0.0402101,0.0155691,0.0045631,62.82668228,0.0043397,62.82668228,0.0038537,1.041399,3.126739979
2020-02-22 22:09:00,0.0036535,0.9883313,0.0477754,0.0151447,0.043475,0.0129231,0.0051076,62.56999359,0.0042557,62.56999359,0.0039208,1.0930097,3.12683773
2020-02-22 22:18:00,0.0052626,0.9892501,0.0451962,0.0185581,0.0407368,0.0146949,0.0050905,62.56999359,0.0042554,62.56999359,0.0040358,1.0612521,3.12683773
2020-02-22 22:29:00,0.0045889,0.9805629,0.0519471,0.0148987,0.0487337,0.0161186,0.0049639,62.31334267,0.0054102,62.31334267,0.0039586,1.0239124,3.127423525
2020-02-22 22:39:00,0.0051512,0.9769294,0.0419875,0.0167828,0.0454114,0.0152852,0.0054466,62.20332489,0.0046633,62.20332489,0.0033808,1.0264415,3.126935244
2020-02-22 22:49:00,0.0037579,0.996559,0.0510148,0.0155703,0.0471669,0.0179899,0.0052907,62.60664673,0.0052317,62.60664673,0.0026692,1.0283383,3.126935244
2020-02-22 22:59:00,0.0028953,0.9804794,0.049175,0.0151729,0.041194,0.013824,0.0046464,62.49667358,0.0051138,62.49667358,0.0047997,1.0283383,3.127032995
2020-02-22 23:09:00,0.0031076,1.0074179,0.0462625,0.0210538,0.0406128,0.012687,0.0049798,62.68000793,0.0041471,62.68000793,0.0027011,1.036137,3.126642227
2020-02-22 23:19:00,0.0055346,0.9784329,0.0459962,0.015998,0.0490806,0.016464,0.0048996,62.56999359,0.0044646,62.56999359,0.0025208,1.0208724,3.126544714
2020-02-22 23:29:00,0.0070948,0.9571118,0.0465326,0.0202251,0.0493934,0.0130367,0.0057512,62.42331581,0.0044937,62.42331581,0.0029756,1.031786,3.126251459
2020-02-22 23:39:00,0.0041339,0.9835074,0.0455649,0.0168954,0.0417878,0.0161567,0.0054456,62.42331581,0.0047262,62.42331581,0.0030248,1.0500675,3.126251459
2020-02-22 23:49:00,0.0034678,0.992111,0.0436597,0.0163403,0.0503908,0.0158126,0.0048441,62.49667358,0.0042916,62.49667358,0.0021807,1.0606534,3.126446724
2020-02-22 23:59:00,0.0052713,0.9621654,0.0438704,0.0173204,0.040539,0.0118696,0.0054015,62.49667358,0.0041512,62.49667358,0.0038217,1.0422351,3.126446724
2020-02-23 00:09:00,0.0038323,0.9860551,0.0418201,0.0151552,0.0407079,0.0186021,0.0055084,62.64335136,0.0047454,62.64335136,0.0030647,1.0253653,3.126642227
2020-02-23 00:19:00,0.0047031,0.9836118,0.0505679,0.0160518,0.0439335,0.0127863,0.004924,62.31334267,0.0041039,62.31334267,0.0036508,1.0330738,3.126056194
2020-02-23 00:29:00,0.0043602,0.9964755,0.048495,0.0174034,0.0411008,0.0174012,0.0050408,62.09335175,0.0048031,62.09335175,0.0026401,1.0306583,3.126544714
2020-02-23 00:38:00,0.0035819,1.0150819,0.0464377,0.0164827,0.0426962,0.0137492,0.0053755,62.09335175,0.0050675,62.09335175,0.0039367,1.017053,3.126544714
2020-02-23 00:49:00,0.0042586,0.9912339,0.0510363,0.0153129,0.0497416,0.0125808,0.0053325,62.64335136,0.0040655,62.64335136,0.0023188,1.0459952,3.126251459
2020-02-23 00:59:00,0.0028296,1.0039097,0.0556394,0.0123305,0.0399679,0.014257,0.0044591,62.34999924,0.0052119,62.34999924,0.0040014,1.0216466,3.125958443
2020-02-23 01:09:00,0.0024887,0.9648801,0.0508663,0.0177094,0.0415508,0.0165856,0.0052495,62.46002045,0.0055373,62.46002045,0.0064093,1.0230324,3.126153708
2020-02-23 01:19:00,0.0062333,0.9928419,0.0491342,0.0174765,0.0457572,0.0127036,0.0057256,62.23998489,0.0040393,62.23998489,0.0025871,1.0662689,3.126153708
2020-02-23 01:29:00,0.0045431,0.992654,0.0424628,0.0129778,0.054699,0.0182761,0.0049322,62.49667358,0.0053725,62.49667358,0.0062934,1.0573449,3.126153708
2020-02-23 01:39:00,0.0041132,0.9959952,0.0484539,0.0148835,0.0438138,0.0151057,0.005411,62.38665924,0.0044772,62.38665924,0.0023086,1.0296544,3.125958443
2020-02-23 01:49:00,0.0027113,0.9700172,0.0424488,0.0151788,0.0430474,0.0137553,0.0052907,62.38665924,0.0043576,62.38665924,0.0027772,1.064016,3.126056194
2020-02-23 01:59:00,0.0032204,1.0114483,0.0472548,0.0162224,0.0535655,0.0169706,0.00451,62.38665924,0.0048636,62.38665924,0.0032428,1.0471332,3.126056194
2020-02-23 02:09:00,0.0046292,1.0150401,0.0516399,0.0155863,0.046662,0.0134837,0.0053047,62.34999924,0.004574,62.34999924,0.0030688,1.0472029,3.125860929
2020-02-23 02:19:00,0.0031453,0.9935101,0.0509324,0.016074,0.0572622,0.0148317,0.0051641,62.56999359,0.004511,62.56999359,0.0027279,1.0626121,3.125860929
2020-02-23 02:29:00,0.0022353,0.9619148,0.0519038,0.0147055,0.0447301,0.0172821,0.00512,62.86334229,0.00466,62.86334229,0.0029781,1.0054916,3.125860929
2020-02-23 02:39:00,0.0030747,1.0017379,0.0515551,0.0167061,0.0479374,0.0202817,0.0052026,62.46002045,0.0054615,62.46002045,0.0038444,1.0247434,3.125665426
2020-02-23 02:49:00,0.0039242,0.9738387,0.0483783,0.0164549,0.0494992,0.0191994,0.0054228,62.34999924,0.0053099,62.34999924,0.0036369,1.0054865,3.125469923
2020-02-23 02:58:00,0.003862,0.9993364,0.0487452,0.0154298,0.0514387,0.0129118,0.0046954,62.34999924,0.0047329,62.34999924,0.0044759,1.0204285,3.125469923
2020-02-23 03:09:00,0.0028905,0.979832,0.046617,0.0126499,0.0438725,0.0173897,0.0039033,62.2766861,0.005447,62.2766861,0.0024579,1.0152982,3.125079393
2020-02-23 03:19:00,0.0044019,0.993886,0.0423705,0.0151986,0.0530915,0.0150756,0.0055425,62.53333359,0.0047853,62.53333359,0.0054798,1.0739618,3.125763178
2020-02-23 03:29:00,0.0045808,1.0056638,0.0507694,0.014096,0.0467856,0.0136124,0.0048518,62.64335136,0.0055059,62.64335136,0.0049693,1.0176079,3.125176907
2020-02-23 03:39:00,0.00385,1.0125759,0.054241,0.0161845,0.0446726,0.0152459,0.0047316,62.71666794,0.0053679,62.71666794,0.0042508,1.0280441,3.124493122
2020-02-23 03:49:00,0.0031401,0.9839877,0.0594121,0.016485,0.0448445,0.0143528,0.0055551,62.60664673,0.0049101,62.60664673,0.0022166,1.0407951,3.125469923
2020-02-23 03:59:00,0.006386,0.9930925,0.0467697,0.014938,0.0460959,0.0135247,0.0056039,62.23998489,0.0045841,62.23998489,0.0041163,1.0558972,3.124981642
2020-02-23 04:09:00,0.0041622,0.9881851,0.0574798,0.0165178,0.0414243,0.0114659,0.0053007,62.23998489,0.0045224,62.23998489,0.003604,1.0371125,3.124981642
2020-02-23 04:19:00,0.0044398,0.9640239,0.0442907,0.016252,0.0428171,0.015973,0.0055382,62.38665924,0.0047144,62.38665924,0.002089,1.0607798,3.125274658
2020-02-23 04:29:00,0.003854,1.008483,0.0485389,0.0176183,0.0447544,0.0114588,0.0052076,62.42331581,0.0042963,62.42331581,0.0028065,1.0509346,3.124884129
2020-02-23 04:39:00,0.0040705,0.998167,0.0489645,0.0166815,0.0453881,0.014523,0.0061749,62.42331581,0.0048955,62.42331581,0.0027184,1.061905,3.125176907
2020-02-23 04:49:00,0.0048807,1.0091303,0.0444564,0.0205253,0.0426334,0.0161124,0.0054859,62.60664673,0.0058471,62.60664673,0.0053082,1.0177962,3.124786377
2020-02-23 04:59:00,0.0039334,1.0064782,0.0504338,0.0176026,0.0431104,0.0140682,0.0049457,62.34999924,0.0045877,62.34999924,0.0039402,1.0389603,3.124493122
2020-02-23 05:09:00,0.0043654,0.9891039,0.0436208,0.017784,0.040199,0.0125987,0.0051419,62.46002045,0.0039553,62.46002045,0.002906,1.0640263,3.124395609
