Time,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage
2020-02-22 06:48:00,0.0421802,0.0099477,0.0023797,1.0155704,0.0026115,64.44604301,0.0029674,64.44604301,0.0477682,0.0093031,0.0019878,0.9729326,3.159755945
2020-02-22 06:59:00,0.0458682,0.0105709,0.0017748,0.979406,0.0026581,64.44604301,0.0032508,64.44604301,0.0442818,0.0076468,0.0017429,0.9977186,3.159560442
2020-02-22 07:09:00,0.0428672,0.0104357,0.0025163,0.9634801,0.0034177,64.52402534,0.0033284,64.52402534,0.0424752,0.0089735,0.0029901,0.9272269,3.159364939
2020-02-22 07:19:00,0.0481127,0.0105961,0.0014967,0.9922096,0.0031839,64.05627899,0.0034984,64.05627899,0.0490578,0.0104122,0.0028777,1.000394,3.159364939
2020-02-22 07:29:00,0.0492314,0.0094475,0.0022398,0.9379553,0.0026463,64.09529419,0.0031252,64.09529419,0.0494318,0.009968,0.0016513,0.9887662,3.15946269
2020-02-22 07:39:00,0.0505186,0.0100235,0.0024602,0.9791123,0.0031336,64.56299248,0.0032349,64.56299248,0.0425732,0.0112941,0.002261,0.9891114,3.158974409
2020-02-22 07:49:00,0.0400716,0.0098381,0.0018024,0.9640056,0.0034235,64.21219559,0.0031674,64.21219559,0.0458707,0.0118871,0.0041086,0.9838067,3.159364939
2020-02-22 07:58:00,0.0467361,0.0119426,0.0038016,0.9476366,0.0025272,64.21219559,0.0036201,64.21219559,0.0375145,0.0075082,0.0019034,0.9907339,3.159364939
2020-02-22 08:09:00,0.0442055,0.0090128,0.0019407,0.9220757,0.00259,63.70553017,0.0029711,63.70553017,0.0458521,0.0068449,0.0021301,0.9705794,3.159169674
2020-02-22 08:19:00,0.0422748,0.0102021,0.0031581,0.9052172,0.0033374,64.29017792,0.0034124,64.29017792,0.0445144,0.0108995,0.0034021,0.9582554,3.158876657
2020-02-22 08:29:00,0.0479508,0.0119149,0.0021939,0.9660305,0.0031056,64.29017792,0.0035022,64.29017792,0.0491575,0.0101837,0.0033306,1.0494943,3.159169674
2020-02-22 08:39:00,0.0445477,0.0103081,0.0029014,0.9911276,0.0027291,63.7444973,0.003103,63.7444973,0.0482869,0.0090208,0.0014694,1.0076089,3.158583641
2020-02-22 08:49:00,0.044335,0.0080658,0.0024252,0.9092618,0.0035344,63.90041046,0.0026487,63.90041046,0.0473833,0.0097655,0.002162,0.9946463,3.158974409
2020-02-22 08:59:00,0.0539836,0.0086342,0.0030556,0.9405985,0.0023322,63.7444973,0.0030788,63.7444973,0.0462037,0.0075738,0.0015688,0.9834212,3.159072161
2020-02-22 09:08:00,0.0396585,0.0078002,0.002055,0.9855888,0.0031947,63.7444973,0.0024487,63.7444973,0.0458853,0.0097536,0.0024819,0.9875004,3.159072161
2020-02-22 09:19:00,0.0462332,0.0111208,0.0030644,0.9422627,0.0032711,63.8613987,0.0034816,63.8613987,0.0405806,0.0086325,0.0035788,0.9962918,3.158876657
2020-02-22 09:29:00,0.0472618,0.0092373,0.0023483,0.9436383,0.0032227,64.21219559,0.0032762,64.21219559,0.0380965,0.0103936,0.0036757,0.9933287,3.158974409
2020-02-22 09:39:00,0.041122,0.0123088,0.0034201,0.9523767,0.0033802,64.32914505,0.0033959,64.32914505,0.0411114,0.0090903,0.0026945,0.9871092,3.158779144
2020-02-22 09:49:00,0.0426218,0.0091392,0.0018456,0.951846,0.0029899,63.97834473,0.002736,63.97834473,0.0429139,0.0096654,0.0046135,0.960367,3.158681154
2020-02-22 09:59:00,0.0478899,0.0105676,0.0020201,1.0216244,0.0029177,64.40707932,0.0029462,64.40707932,0.0454599,0.0091534,0.0027058,0.9918386,3.159169674
2020-02-22 10:09:00,0.0446517,0.0129523,0.0052959,0.9835897,0.0031558,64.05627899,0.0038738,64.05627899,0.0425499,0.0088086,0.0025956,0.9673459,3.158583641
2020-02-22 10:18:00,0.0490995,0.0099448,0.002333,0.968349,0.0025937,64.05627899,0.0035806,64.05627899,0.0454667,0.0075799,0.0023462,1.0091163,3.158583641
2020-02-22 10:29:00,0.0475529,0.010002,0.0033807,0.9831981,0.0032174,64.01731186,0.0033983,64.01731186,0.037626,0.0101512,0.0019155,0.9821957,3.158290625
2020-02-22 10:39:00,0.0479342,0.0094138,0.0045413,0.9661644,0.0031238,63.97834473,0.0032622,63.97834473,0.042697,0.0100498,0.0038179,0.9814535,3.158485889
2020-02-22 10:49:00,0.0445202,0.0103924,0.0024545,0.9214832,0.0030278,63.8613987,0.0032447,63.8613987,0.05616,0.0091112,0.0017608,0.9884613,3.15809536
2020-02-22 10:59:00,0.048127,0.0090098,0.0031342,0.920901,0.0034327,63.549617,0.0028493,63.549617,0.0394808,0.0120413,0.0028788,1.0017864,3.158290625
2020-02-22 11:09:00,0.0494295,0.0089294,0.0025345,0.9528507,0.0027841,63.82243156,0.0029599,63.82243156,0.0415555,0.0098161,0.0027008,0.9899802,3.158583641
2020-02-22 11:19:00,0.0663462,0.013138,0.0018729,1.0126799,0.0024944,63.8613987,0.0030336,63.8613987,0.0452901,0.0077233,0.002039,0.9683528,3.158290625
2020-02-22 11:29:00,0.0503824,0.0100299,0.002906,0.9441433,0.0033924,64.01731186,0.0033403,64.01731186,0.0470825,0.0112247,0.0026269,0.9863612,3.15809536
2020-02-22 11:39:00,0.0397053,0.0080186,0.0028964,0.9465752,0.0025504,64.01731186,0.0029738,64.01731186,0.0396553,0.0080919,0.0020901,0.9803719,3.15809536
2020-02-22 11:49:00,0.0491904,0.0102736,0.0023858,1.0001545,0.002872,63.93937759,0.0031481,63.93937759,0.0432086,0.0080352,0.0018085,0.9730994,3.158192873
2020-02-22 11:59:00,0.0500806,0.0103952,0.0021795,0.9840689,0.0026766,63.58858414,0.003799,63.58858414,0.0422602,0.0085691,0.002129,0.9989326,3.158681154
2020-02-22 12:09:00,0.0496353,0.0095762,0.0025206,0.9652216,0.003046,63.51064987,0.0030823,63.51064987,0.0418264,0.0087981,0.0019062,1.0138802,3.15809536
2020-02-22 12:19:00,0.0474764,0.0097796,0.0021855,0.9567356,0.002981,63.78346443,0.0031298,63.78346443,0.0410022,0.0101942,0.0021698,1.0019302,3.157704353
2020-02-22 12:29:00,0.0426896,0.0096963,0.0027957,0.9600383,0.0026869,63.549617,0.0031504,63.549617,0.0367322,0.0093484,0.001384,1.0102382,3.15809536
2020-02-22 12:39:00,0.0453928,0.0100218,0.003128,0.9531547,0.0029826,63.58858414,0.0034366,63.58858414,0.0361932,0.0082908,0.002081,0.9235274,3.158290625
2020-02-22 12:48:00,0.0429858,0.0146531,0.0031183,0.9462867,0.0026376,63.58858414,0.0038416,63.58858414,0.0484858,0.0082398,0.0025659,0.9887547,3.158290625
2020-02-22 12:59:00,0.0432887,0.0089045,0.0016455,0.9464052,0.0026376,63.8613987,0.0030794,63.8613987,0.0484858,0.0082398,0.0025659,0.9887547,3.158192873
2020-02-22 13:09:00,0.0434268,0.0109665,0.0028986,0.9994641,0.0030609,63.7444973,0.0039073,63.7444973,0.0472488,0.0099227,0.0031525,1.0093349,3.157899857
2020-02-22 13:19:00,0.0438193,0.0113799,0.0029721,0.9516296,0.0028,63.82243156,0.002963,63.82243156,0.0456383,0.0093833,0.0029121,0.9784559,3.157704353
2020-02-22 13:29:00,0.0527958,0.0094367,0.0030038,0.9810444,0.0030545,63.8613987,0.0033246,63.8613987,0.0368214,0.009541,0.003092,0.9983227,3.157704353
2020-02-22 13:39:00,0.0477044,0.0111166,0.001945,0.9684572,0.0028057,63.7444973,0.0032758,63.7444973,0.0380336,0.0078859,0.0022462,0.9593831,3.157216072
2020-02-22 13:49:00,0.0406135,0.008565,0.0019363,0.9832187,0.0025151,64.05627899,0.0030538,64.05627899,0.042755,0.007396,0.002188,0.9937372,3.157704353
2020-02-22 13:58:00,0.0454975,0.011336,0.0040219,0.9255948,0.002551,64.05627899,0.0033808,64.05627899,0.0397075,0.0081108,0.0015914,0.9460753,3.157704353
2020-02-22 14:09:00,0.0475458,0.009265,0.0022001,0.9557155,0.0026603,64.01731186,0.0030466,64.01731186,0.0377458,0.007653,0.0010839,1.0079081,3.157509089
2020-02-22 14:19:00,0.054433,0.0079423,0.0016737,0.9405418,0.0026942,63.82243156,0.0023174,63.82243156,0.0484671,0.0083124,0.0016004,1.0294664,3.156825542
2020-02-22 14:29:00,0.0456522,0.0102274,0.0019338,0.9476417,0.0026799,64.05627899,0.0026513,64.05627899,0.0395936,0.0086433,0.0015194,0.9687901,3.157411337
2020-02-22 14:39:00,0.0472155,0.0075759,0.0022297,0.9424842,0.003789,63.93937759,0.0027434,63.93937759,0.0430906,0.0118309,0.0022121,0.9473411,3.157216072
2020-02-22 14:49:00,0.042635,0.0090522,0.0015156,0.9692662,0.0024669,63.8613987,0.0026894,63.8613987,0.0409727,0.0071749,0.0019473,1.0216416,3.157411337
2020-02-22 14:59:00,0.0428969,0.0110209,0.002111,0.9312624,0.0030302,63.90041046,0.0035566,63.90041046,0.0457546,0.0089995,0.0011676,1.0096514,3.157020807
2020-02-22 15:08:00,0.0481698,0.0108627,0.0030804,0.9089321,0.0026335,63.90041046,0.0035492,63.90041046,0.0471256,0.0078674,0.0017155,0.9920802,3.157020807
2020-02-22 15:19:00,0.048479,0.0077776,0.002218,1.0207382,0.0027104,63.78346443,0.0026301,63.78346443,0.0414456,0.0083486,0.0029407,0.9917062,3.156630039
2020-02-22 15:29:00,0.0491131,0.0092618,0.0027324,0.9661541,0.0026935,64.21219559,0.0033489,64.21219559,0.0392397,0.0088475,0.0021297,1.0331716,3.157020807
2020-02-22 15:39:00,0.0476615,0.0084495,0.0025351,0.9871448,0.0027163,63.97834473,0.002809,63.97834473,0.0413715,0.00936,0.0018456,1.0015447,3.157118559
2020-02-22 15:49:00,0.045233,0.0090379,0.0028641,0.9437362,0.0030039,63.6665184,0.0032294,63.6665184,0.0421254,0.0078988,0.0019373,1.0111243,3.156727552
2020-02-22 15:59:00,0.046989,0.0082185,0.0023826,0.9191904,0.0029743,63.6665184,0.0031729,63.6665184,0.0500849,0.0088056,0.003373,1.0227521,3.156923056
2020-02-22 16:09:00,0.0432595,0.0066422,0.0018317,0.9664478,0.0026602,64.05627899,0.0025265,64.05627899,0.0426618,0.0075257,0.0018738,0.9587848,3.156923056
2020-02-22 16:18:00,0.0456915,0.0108563,0.0041314,0.9403048,0.003229,64.05627899,0.0034691,64.05627899,0.0432567,0.0108785,0.0031582,0.9898248,3.156923056
2020-02-22 16:29:00,0.0452027,0.0106799,0.0023694,0.9508104,0.0030604,63.78346443,0.0030933,63.78346443,0.040118,0.0083858,0.0030847,0.9732548,3.156141758
2020-02-22 16:39:00,0.0491911,0.009156,0.0020112,0.9222612,0.0031059,63.6665184,0.0032432,63.6665184,0.0444142,0.0086752,0.0015059,0.9737036,3.156727552
2020-02-22 16:49:00,0.0445444,0.0087552,0.0031097,0.9269241,0.0030604,63.70553017,0.0032732,63.70553017,0.0393002,0.0089415,0.0018855,1.0046919,3.156825542
2020-02-22 16:59:00,0.0572393,0.0107405,0.0021882,0.9577455,0.0029098,63.78346443,0.0032527,63.78346443,0.0425363,0.0081269,0.0013584,0.9698085,3.156727552
2020-02-22 17:09:00,0.0520326,0.0087831,0.0027608,0.9646599,0.00257,63.78346443,0.003186,63.78346443,0.0433746,0.0072789,0.0015771,0.9252131,3.156727552
2020-02-22 17:19:00,0.0468746,0.0098718,0.0019249,0.9667158,0.0031603,63.70553017,0.0030078,63.70553017,0.0507005,0.0119876,0.0030136,0.9786631,3.156044006
2020-02-22 17:29:00,0.043535,0.0107221,0.0024735,0.9695805,0.0028938,63.78346443,0.0033836,63.78346443,0.0434333,0.0085841,0.0021077,0.9740085,3.156044006
2020-02-22 17:39:00,0.0565625,0.0087488,0.0014561,0.9863205,0.0029549,63.78346443,0.0029458,63.78346443,0.0430594,0.0088309,0.0021567,0.9813902,3.156044006
2020-02-22 17:49:00,0.0469686,0.0096023,0.0020642,0.959116,0.0028625,63.90041046,0.0031152,63.90041046,0.0444145,0.0089567,0.001213,0.9581922,3.155848742
2020-02-22 17:59:00,0.0462132,0.0111656,0.0029391,0.96686,0.0032155,63.82243156,0.003182,63.82243156,0.0446388,0.0097194,0.0028316,0.961978,3.156141758
2020-02-22 18:09:00,0.0581213,0.0082124,0.0018388,0.9693537,0.0027338,63.82243156,0.0028142,63.82243156,0.0390455,0.0073155,0.0023121,0.9830357,3.156141758
2020-02-22 18:19:00,0.0436921,0.0079304,0.002369,0.9740115,0.0023366,63.82243156,0.0028403,63.82243156,0.0456277,0.0067793,0.0020344,0.9682377,3.155848742
2020-02-22 18:29:00,0.0408893,0.0078147,0.0021967,0.9833321,0.0034793,63.90041046,0.002887,63.90041046,0.0429231,0.011084,0.0041535,0.9223594,3.155946255
2020-02-22 18:39:00,0.0480487,0.008587,0.0013422,0.9914728,0.0031637,63.43266754,0.0026429,63.43266754,0.0439895,0.0100557,0.0030115,0.9678235,3.155750751
2020-02-22 18:49:00,0.0431987,0.0087628,0.0027535,0.948935,0.0030634,63.43266754,0.0029497,63.43266754,0.0408082,0.0095242,0.0031903,0.9635199,3.155750751
2020-02-22 18:59:00,0.0419018,0.0149025,0.0031587,0.9306338,0.0028947,64.09529419,0.0036116,64.09529419,0.0529187,0.0113299,0.0021667,0.9785192,3.156141758
2020-02-22 19:09:00,0.0426426,0.0113616,0.0022021,0.922828,0.0029703,64.13426132,0.003154,64.13426132,0.037386,0.0111729,0.0022718,0.9985817,3.155555487
2020-02-22 19:19:00,0.0443475,0.0071148,0.0019721,0.9593942,0.0030776,63.90041046,0.0026222,63.90041046,0.0476435,0.0089298,0.003697,0.9440673,3.156044006
2020-02-22 19:29:00,0.0471959,0.0089831,0.0022672,1.0076873,0.0030197,63.78346443,0.0027026,63.78346443,0.0444115,0.0079675,0.0024555,0.9851933,3.155457735
2020-02-22 19:39:00,0.0464952,0.011281,0.0028071,0.960739,0.0036911,63.78346443,0.0031284,63.78346443,0.0409225,0.0104868,0.0038264,0.9540266,3.155457735
2020-02-22 19:49:00,0.0537883,0.0108124,0.002151,0.941294,0.0025754,63.7444973,0.0035519,63.7444973,0.0450617,0.0065811,0.0017203,0.9117212,3.155653238
2020-02-22 19:59:00,0.0491881,0.0092191,0.0018985,0.9518873,0.0033208,63.7444973,0.0034265,63.7444973,0.0410076,0.0116742,0.0017457,0.9404829,3.155653238
2020-02-22 20:09:00,0.0511765,0.008418,0.0021207,0.9557258,0.0029672,64.05627899,0.002914,64.05627899,0.0508332,0.0084123,0.0026662,0.9618456,3.155360222
2020-02-22 20:19:00,0.0504579,0.0083028,0.0023178,0.9610997,0.0033496,64.13426132,0.0029967,64.13426132,0.0387964,0.0112399,0.002984,0.9517482,3.15526247
2020-02-22 20:29:00,0.0437102,0.0102955,0.0016835,0.9554784,0.0026792,64.05627899,0.0031784,64.05627899,0.045677,0.0083755,0.00201,0.9954172,3.155946255
2020-02-22 20:39:00,0.0624777,0.0121916,0.0024421,0.9580649,0.0034093,64.05627899,0.003447,64.05627899,0.0451433,0.0107045,0.002383,0.982679,3.154871941
2020-02-22 20:49:00,0.0517556,0.009113,0.0027156,0.9536494,0.0029648,63.97834473,0.0029767,63.97834473,0.043065,0.0106597,0.001905,0.9649065,3.154969454
2020-02-22 20:59:00,0.0477625,0.0116534,0.0020506,1.0141535,0.0031493,63.93937759,0.0032553,63.93937759,0.0460448,0.0091594,0.0030714,0.965361,3.154285669
2020-02-22 21:09:00,0.0513964,0.0122742,0.0022017,0.9412477,0.0029586,63.93937759,0.0035575,63.93937759,0.0394927,0.0098992,0.0019383,0.9761718,3.154285669
2020-02-22 21:19:00,0.0570725,0.01025,0.0023648,0.9853621,0.0028759,63.8613987,0.0029171,63.8613987,0.0389344,0.0120511,0.0032676,0.9621563,3.154871941
2020-02-22 21:29:00,0.0480139,0.0109925,0.0022624,0.9470337,0.0033441,63.78346443,0.0041519,63.78346443,0.04264,0.0095645,0.0032952,0.9591185,3.15526247
2020-02-22 21:39:00,0.0484492,0.0089768,0.0017502,0.9493575,0.0033423,63.78346443,0.0031461,63.78346443,0.0518735,0.0114216,0.0042744,1.0086158,3.154578686
2020-02-22 21:49:00,0.0457413,0.0106874,0.0036249,0.9071494,0.0025048,63.90041046,0.0034013,63.90041046,0.0419685,0.006903,0.0017915,0.9419155,3.154676437
2020-02-22 21:59:00,0.0413944,0.0099571,0.0018588,0.9254145,0.002455,64.05627899,0.002885,64.05627899,0.044823,0.0087731,0.001657,1.0131725,3.154773951
2020-02-22 22:09:00,0.0518412,0.0106515,0.001883,0.9708273,0.0029707,63.8613987,0.0036778,63.8613987,0.0405501,0.0109189,0.0018245,0.9511786,3.154676437
2020-02-22 22:18:00,0.0610197,0.0094915,0.002822,0.9754335,0.0026012,63.8613987,0.0030145,63.8613987,0.0426221,0.0077231,0.0027029,0.9754008,3.154676437
2020-02-22 22:29:00,0.0478269,0.0071867,0.0022754,0.9697814,0.002298,63.97834473,0.0028049,63.97834473,0.0379909,0.0072249,0.0011451,0.9784329,3.154871941
2020-02-22 22:39:00,0.0495967,0.0114877,0.0030563,0.9817143,0.0028529,63.70553017,0.0033684,63.70553017,0.0418761,0.0088375,0.0032599,0.9747449,3.154383421
2020-02-22 22:49:00,0.0456472,0.0088661,0.0026707,0.954381,0.0036847,64.13426132,0.0026228,64.13426132,0.0415906,0.0122474,0.0031002,0.9853486,3.154676437
2020-02-22 22:59:00,0.0447214,0.0102832,0.0025271,0.9804313,0.0029051,64.09529419,0.0033208,64.09529419,0.038581,0.0106261,0.0021259,0.9666095,3.154090405
2020-02-22 23:09:00,0.0434018,0.0099343,0.0038311,0.9947445,0.0027034,63.78346443,0.0034713,63.78346443,0.042819,0.0100299,0.0021134,0.9980293,3.154285669
2020-02-22 23:19:00,0.0432542,0.0096269,0.0019826,0.9916222,0.0026183,63.6665184,0.0030801,63.6665184,0.0411605,0.0083169,0.001583,0.9722422,3.154383421
2020-02-22 23:28:00,0.0473619,0.0084024,0.0024763,0.9655101,0.0030408,63.6665184,0.0027953,63.6665184,0.049142,0.0098118,0.0032324,0.9580713,3.154383421
2020-02-22 23:39:00,0.0457809,0.0092327,0.0024775,0.9664427,0.0028232,63.8613987,0.0027565,63.8613987,0.0386397,0.0102489,0.0021406,0.9911366,3.154676437
2020-02-22 23:49:00,0.0459831,0.0078667,0.0013942,0.9406294,0.0027646,63.58858414,0.002777,63.58858414,0.041743,0.0085209,0.0013654,0.9535951,3.154090405
2020-02-22 23:59:00,0.0502204,0.0089128,0.0011125,0.9738054,0.0032501,63.58858414,0.0024564,63.58858414,0.056317,0.0096714,0.0031955,1.003311,3.154090405
2020-02-23 00:09:00,0.0443051,0.0087006,0.0016464,0.9741815,0.0028262,63.93937759,0.0031512,63.93937759,0.0418918,0.0084679,0.0019419,0.964475,3.153992653
2020-02-23 00:19:00,0.0476442,0.0114123,0.0015411,1.0057345,0.0031433,63.62755127,0.0034364,63.62755127,0.0429402,0.00892,0.0020859,0.9842842,3.154383421
2020-02-23 00:29:00,0.0449282,0.0092047,0.0032728,0.9974186,0.0026352,63.43266754,0.0030966,63.43266754,0.0446095,0.0078052,0.002015,0.9791866,3.154090405
2020-02-23 00:38:00,0.0534969,0.0076599,0.0029383,0.9949506,0.0023584,63.43266754,0.0027555,63.43266754,0.0418474,0.007288,0.0018535,0.9460235,3.154090405
2020-02-23 00:49:00,0.0512108,0.0094984,0.0041067,0.9400832,0.0033169,63.97834473,0.0034419,63.97834473,0.0458768,0.0094234,0.0016794,0.9853256,3.153992653
2020-02-23 00:59:00,0.0449229,0.0106288,0.0036411,0.9409025,0.0028093,63.58858414,0.0029536,63.58858414,0.040935,0.0102939,0.0018211,0.9853256,3.154188156
2020-02-23 01:09:00,0.0447039,0.0103032,0.0045255,0.8966489,0.002557,63.6665184,0.0035767,63.6665184,0.0438212,0.0069751,0.0021117,0.9511786,3.15389514
2020-02-23 01:19:00,0.0450631,0.0108352,0.002681,0.9435559,0.002902,63.93937759,0.0029061,63.93937759,0.0441976,0.0093356,0.002966,0.9311853,3.153992653
2020-02-23 01:29:00,0.0493293,0.0093921,0.0030872,0.9839246,0.0029008,63.82243156,0.0031748,63.82243156,0.0451493,0.0094003,0.0022716,0.9486816,3.153992653
2020-02-23 01:39:00,0.0487099,0.0121738,0.001939,0.9196181,0.0027584,63.82243156,0.0036094,63.82243156,0.0413613,0.008455,0.0021759,0.9663161,3.15379715
2020-02-23 01:48:00,0.0414358,0.0073694,0.001648,0.9340447,0.0027584,63.82243156,0.0026478,63.82243156,0.0413613,0.008455,0.0021759,0.9663161,3.15379715
2020-02-23 01:59:00,0.0452195,0.0080293,0.003035,0.9868614,0.0028124,63.47163467,0.0025916,63.47163467,0.0449486,0.0116591,0.0021547,0.9318929,3.15389514
2020-02-23 02:09:00,0.0558067,0.0086168,0.0024586,0.957019,0.0021774,63.549617,0.0027247,63.549617,0.0471902,0.0091712,0.0013645,0.9841807,3.154090405
2020-02-23 02:19:00,0.0523681,0.010182,0.0027638,0.9432313,0.0030427,63.51064987,0.0033997,63.51064987,0.0443526,0.0106081,0.0021549,0.9442802,3.153113604
2020-02-23 02:29:00,0.0488969,0.0104652,0.0030677,0.9377956,0.0033792,63.8613987,0.0033257,63.8613987,0.0410629,0.0096646,0.0043674,0.984313,3.152918339
2020-02-23 02:39:00,0.0516867,0.0112527,0.0035235,0.9919571,0.0029968,63.93937759,0.0034459,63.93937759,0.0489148,0.009627,0.002262,0.9680709,3.153211355
2020-02-23 02:49:00,0.0546841,0.0081895,0.0018616,0.9750059,0.0030467,63.7444973,0.0027605,63.7444973,0.0516881,0.009945,0.003902,0.9851415,3.153015852
2020-02-23 02:58:00,0.0477476,0.0084286,0.0022951,0.9875879,0.0033691,63.7444973,0.0027123,63.7444973,0.0424218,0.0085235,0.0030642,0.9250923,3.153015852
2020-02-23 03:09:00,0.0484953,0.0097008,0.0015831,0.9796739,0.0025385,63.90041046,0.0028015,63.90041046,0.0433687,0.0074552,0.0014707,0.982702,3.153308868
2020-02-23 03:19:00,0.0413145,0.0100757,0.0026735,0.9045371,0.0025956,63.6665184,0.0033685,63.6665184,0.0441339,0.0070412,0.0019722,0.9925635,3.153308868
2020-02-23 03:29:00,0.0496161,0.0086953,0.001551,0.9284904,0.0033725,63.82243156,0.0027755,63.82243156,0.0551362,0.0125471,0.0028368,1.0231146,3.152918339
2020-02-23 03:39:00,0.0468596,0.0103388,0.0018402,0.9415774,0.0034529,63.62755127,0.0033993,63.62755127,0.0461693,0.0103905,0.0022886,0.9713504,3.152625084
2020-02-23 03:49:00,0.0440716,0.0072312,0.0018073,1.0045289,0.0024538,63.58858414,0.0027653,63.58858414,0.0388699,0.0091225,0.0023196,0.9865511,3.153211355
2020-02-23 03:59:00,0.0496973,0.0098209,0.0019876,0.9735065,0.0038903,63.549617,0.0031217,63.549617,0.0474863,0.0119673,0.0033763,0.957473,3.152625084
2020-02-23 04:09:00,0.0447475,0.0109419,0.0022153,0.9337561,0.0029349,63.93937759,0.0036596,63.93937759,0.0417766,0.0070754,0.0017654,0.9621908,3.152332067
2020-02-23 04:19:00,0.0481765,0.0099613,0.0028609,0.9695547,0.0027147,63.93937759,0.0033822,63.93937759,0.0416395,0.008024,0.0016954,0.9806998,3.152332067
2020-02-23 04:29:00,0.0455441,0.0088744,0.0030369,0.9396659,0.0029648,64.13426132,0.0030582,64.13426132,0.0455535,0.0085706,0.0026931,1.0160435,3.152625084
2020-02-23 04:39:00,0.0396292,0.0108681,0.0028859,0.9171913,0.0026485,63.90041046,0.0033006,63.90041046,0.0460188,0.0081668,0.0025598,0.9809472,3.152625084
2020-02-23 04:49:00,0.0516128,0.0096996,0.0026383,0.9592551,0.0026118,63.78346443,0.0030712,63.78346443,0.0406851,0.0090455,0.0022136,0.9554132,3.152625084
2020-02-23 04:59:00,0.0390759,0.0118245,0.003501,0.9714405,0.0031822,63.58858414,0.0034727,63.58858414,0.0439706,0.0094372,0.0018799,0.976868,3.152234554
2020-02-23 05:09:00,0.0466771,0.009519,0.0023025,0.9742742,0.0027322,64.17322845,0.0033422,64.17322845,0.0374627,0.0085608,0.0021084,1.0034031,3.152625084
