Time,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,Machines > Lathe 1 > MIB > X-Axial > Band 1,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,Machines > Lathe 1 > MIB > X-Axial > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,Machines > Lathe 1 > MIB > Battery Voltage
2020-02-22 07:30:00,0.0495097,0.012418,0.0043043,1.0015774,0.0045507,69.15941467,0.0052789,69.15941467,0.0033922,1.0268006,0.0408838,0.0122532,3.127912045
2020-02-22 07:40:00,0.0529601,0.0152391,0.0057532,0.9949585,0.0046589,69.01852188,0.0054789,69.01852188,0.0026831,1.0179005,0.0447311,0.0153018,3.127521515
2020-02-22 07:50:00,0.0519634,0.0163352,0.0041378,1.0291844,0.0052387,68.59571991,0.0054128,68.59571991,0.0032842,0.9739655,0.0465815,0.0192731,3.127619028
2020-02-22 08:00:00,0.0468519,0.0175516,0.0032559,0.9997406,0.0022515,68.38434296,0.0044138,68.38434296,0.0025423,0.449268,0.0204586,0.0065409,3.127423525
2020-02-22 08:10:00,0.0492553,0.0160948,0.0023612,0.9986822,0.0058712,68.38434296,0.0053614,68.38434296,0.0039376,1.0015736,0.0480982,0.0148631,3.127423525
2020-02-22 08:20:00,0.0507624,0.0180689,0.0035404,1.0017208,0.0049209,68.41956444,0.0051161,68.41956444,0.0041169,1.0321474,0.0544665,0.0153599,3.127326012
2020-02-22 08:30:00,0.0494939,0.0180934,0.005162,0.9697847,0.0045938,68.06725006,0.0061062,68.06725006,0.0036537,1.0127005,0.0419982,0.0180141,3.12722826
2020-02-22 08:40:00,0.0454245,0.0133549,0.0022478,0.9727459,0.0044499,68.03202858,0.0043148,68.03202858,0.0032843,0.9994569,0.0453057,0.0134089,3.127326012
2020-02-22 08:50:00,0.0507952,0.0165606,0.0044723,0.9965426,0.0046555,67.89109459,0.0052876,67.89109459,0.0037863,0.9948245,0.0456833,0.0148006,3.127032995
2020-02-22 09:00:00,0.0510983,0.0189102,0.0051101,1.0155527,0.0051043,67.39784622,0.0051052,67.39784622,0.0044628,1.0277305,0.0457785,0.0149569,3.127130508
2020-02-22 09:10:00,0.0547613,0.0188402,0.0055802,1.0085855,0.0047625,67.39784622,0.0057195,67.39784622,0.0023684,1.0540685,0.0491674,0.0182396,3.127130508
2020-02-22 09:20:00,0.0483916,0.0187142,0.0028928,0.9934699,0.0056045,67.43311234,0.0056611,67.43311234,0.0054528,0.9959331,0.052101,0.0172361,3.127521515
2020-02-22 09:30:00,0.0476616,0.0166215,0.0029256,0.9952157,0.0050932,67.53878021,0.0049864,67.53878021,0.0044704,1.0296515,0.0448284,0.0164126,3.126739979
2020-02-22 09:40:00,0.0461361,0.0139793,0.0040055,1.0107388,0.0047339,67.60927124,0.0049012,67.60927124,0.0033061,1.0238444,0.0428269,0.0149285,3.126935244
2020-02-22 09:50:00,0.0540408,0.0157977,0.0046424,0.9695503,0.0047165,67.22169075,0.0058816,67.22169075,0.0033242,1.0351402,0.0441816,0.0140678,3.126935244
2020-02-22 10:00:00,0.0479832,0.0187846,0.0066404,1.018086,0.0041323,67.18646927,0.0058201,67.18646927,0.0024537,1.0138261,0.0429455,0.0133439,3.12722826
2020-02-22 10:10:00,0.0468256,0.0167624,0.0022306,0.976984,0.0045559,67.36262474,0.0054064,67.36262474,0.0027403,1.0167823,0.049181,0.0170825,3.126251459
2020-02-22 10:20:00,0.0441423,0.0159894,0.0041813,1.0519477,0.0057323,66.90464249,0.0058634,66.90464249,0.0058789,0.9929009,0.0485031,0.0217739,3.126153708
2020-02-22 10:30:00,0.0507479,0.0147699,0.0042268,1.0247482,0.0048497,66.90464249,0.0048856,66.90464249,0.0037835,1.0120985,0.0454043,0.0164035,3.126153708
2020-02-22 10:40:00,0.0462193,0.0145152,0.0027154,1.0090908,0.0043485,67.25695686,0.0046172,67.25695686,0.0029706,0.9954533,0.0408419,0.0133055,3.126056194
2020-02-22 10:50:00,0.0451815,0.0157726,0.0036966,1.0199411,0.0045304,67.22169075,0.0047384,67.22169075,0.0026124,0.9907453,0.0423183,0.0146111,3.125469923
2020-02-22 11:00:00,0.0472212,0.01285,0.0019873,0.9853328,0.0048421,66.83415489,0.0048322,66.83415489,0.0036238,1.0000098,0.0415021,0.0175378,3.126349211
2020-02-22 11:10:00,0.0558788,0.0140326,0.0032843,0.9912507,0.0038256,66.72848701,0.0046026,66.72848701,0.0024108,1.0079627,0.0476827,0.0141838,3.125860929
2020-02-22 11:20:00,0.0443858,0.0166359,0.0044257,1.014772,0.0051156,66.6932209,0.0051619,66.6932209,0.0031133,1.0114499,0.0398853,0.0152636,3.125469923
2020-02-22 11:30:00,0.0473374,0.0137309,0.0038655,0.9788391,0.0043713,66.55233154,0.004361,66.55233154,0.0028455,0.9911074,0.0426843,0.017651,3.125567913
2020-02-22 11:40:00,0.0432258,0.015813,0.0058551,1.0037442,0.0050085,66.55233154,0.0059134,66.55233154,0.0031234,1.0310412,0.0511792,0.0159395,3.125567913
2020-02-22 11:50:00,0.0509785,0.017921,0.0043243,1.0135702,0.0053357,66.23523865,0.0056106,66.23523865,0.0058492,0.9949689,0.0418832,0.0148559,3.125958443
2020-02-22 12:00:00,0.0512332,0.0152483,0.0024712,1.0101788,0.0042892,66.30568504,0.0047554,66.30568504,0.0024729,1.0117385,0.0602196,0.0128923,3.12537241
2020-02-22 12:10:00,0.0461854,0.0161308,0.0055144,1.0286927,0.0040396,66.16475105,0.0045099,66.16475105,0.0034424,1.0129647,0.0437347,0.0137745,3.125469923
2020-02-22 12:20:00,0.0466744,0.0149584,0.0042091,1.0211269,0.0043925,66.12952957,0.0050133,66.12952957,0.003669,1.0167529,0.0442649,0.0139156,3.125469923
2020-02-22 12:30:00,0.0471181,0.0143983,0.0021968,1.0011927,0.0054751,66.23523865,0.004607,66.23523865,0.0035656,0.9898765,0.0453797,0.0164852,3.125079393
2020-02-22 12:40:00,0.0462382,0.0192292,0.005105,0.988681,0.0045322,66.27046356,0.0047573,66.27046356,0.0025581,1.0134614,0.0494531,0.0148934,3.124981642
2020-02-22 12:50:00,0.0516267,0.0157259,0.0036535,1.0068625,0.0052381,66.27046356,0.0048885,66.27046356,0.0024768,0.9813702,0.0530611,0.0166467,3.124981642
2020-02-22 13:00:00,0.0446836,0.0155326,0.0030667,0.9867053,0.0043499,65.6362812,0.0054822,65.6362812,0.0027476,1.0312983,0.0410446,0.012206,3.124688625
2020-02-22 13:10:00,0.0477549,0.0195617,0.0046339,1.0287951,0.0050899,66.16475105,0.005703,66.16475105,0.0037371,0.9666536,0.0416303,0.0205418,3.124493122
2020-02-22 13:20:00,0.0547136,0.0182522,0.003399,0.9901695,0.0055465,65.84770279,0.0055667,65.84770279,0.0041536,0.9839888,0.0400782,0.0187226,3.124102592
2020-02-22 13:30:00,0.0539721,0.0145042,0.0031552,1.0197271,0.0042603,65.7067688,0.0045708,65.7067688,0.0035768,1.0154876,0.0543807,0.0131972,3.124493122
2020-02-22 13:40:00,0.0499506,0.0150286,0.00504,0.9815021,0.0043731,65.98859558,0.0052352,65.98859558,0.0033473,1.0127151,0.0390753,0.0136912,3.124688625
2020-02-22 13:50:00,0.0476374,0.0143874,0.0036755,1.0370369,0.0052394,66.20001717,0.0049201,66.20001717,0.0052875,1.0134125,0.0435679,0.0156142,3.124395609
2020-02-22 14:00:00,0.0428843,0.0145594,0.0026922,0.9844702,0.0041975,66.20001717,0.0048479,66.20001717,0.0029847,1.0268225,0.0451099,0.0125021,3.124395609
2020-02-22 14:10:00,0.0617428,0.0150792,0.0024321,0.9863229,0.0041269,65.6362812,0.0045914,65.6362812,0.0032789,0.9854667,0.0408731,0.0110193,3.124884129
2020-02-22 14:20:00,0.0538903,0.0154327,0.0031884,0.9760918,0.0042914,66.27046356,0.0051903,66.27046356,0.0037789,1.0023664,0.0519472,0.0129852,3.124297857
2020-02-22 14:30:00,0.0454095,0.0142673,0.0031685,1.0232687,0.0048524,65.46012573,0.0045139,65.46012573,0.0062225,1.0201908,0.0452622,0.0172795,3.124297857
2020-02-22 14:40:00,0.0497416,0.018393,0.0026743,0.9820484,0.0045136,65.56583481,0.0050975,65.56583481,0.0050247,1.0097908,0.0417072,0.013174,3.123907328
2020-02-22 14:50:00,0.0458663,0.0149221,0.0059321,1.0077661,0.0046807,65.77721519,0.0052853,65.77721519,0.0034366,0.9947214,0.0484078,0.0172634,3.124102592
2020-02-22 15:00:00,0.0445304,0.0188277,0.0042729,0.9921384,0.0050296,65.7067688,0.0053469,65.7067688,0.0047428,0.9896829,0.0448678,0.0118563,3.123516321
2020-02-22 15:10:00,0.0505744,0.0150141,0.0032283,0.9852736,0.0039015,65.7067688,0.0049899,65.7067688,0.0023101,1.0001736,0.0445283,0.0124338,3.123711824
2020-02-22 15:20:00,0.049159,0.0179459,0.003628,1.007534,0.0043194,65.7067688,0.0052057,65.7067688,0.0027997,1.0252612,0.0454137,0.0116134,3.123711824
2020-02-22 15:30:00,0.0564329,0.0137809,0.003295,1.0230866,0.0045305,65.6362812,0.0045137,65.6362812,0.005074,1.0108577,0.0438674,0.0131978,3.123418808
2020-02-22 15:40:00,0.0521595,0.0148673,0.0023415,0.9840991,0.003957,65.42490082,0.0046642,65.42490082,0.0025143,1.0072678,0.0482783,0.012324,3.123125792
2020-02-22 15:50:00,0.0468971,0.0171725,0.0026267,0.9923614,0.004386,65.67154732,0.0055301,65.67154732,0.0028738,1.0105052,0.0458255,0.0134696,3.12302804
2020-02-22 16:00:00,0.0452154,0.0181409,0.0052787,1.0281009,0.0041582,65.6362812,0.0060933,65.6362812,0.0029717,1.0078355,0.0431569,0.0135491,3.122930527
2020-02-22 16:10:00,0.0559654,0.0155176,0.0033218,0.9872857,0.0041582,65.38967934,0.0048936,65.38967934,0.0029717,1.0078355,0.0431569,0.0135491,3.12253952
2020-02-22 16:20:00,0.0473822,0.019823,0.0082627,1.0147697,0.0054948,65.53061333,0.0063051,65.53061333,0.0037058,1.0173058,0.0450854,0.0190233,3.122832775
2020-02-22 16:30:00,0.0542036,0.0140935,0.0037301,1.0329832,0.0049355,65.53061333,0.0048078,65.53061333,0.0030023,1.0515185,0.0460152,0.0156481,3.122832775
2020-02-22 16:40:00,0.0466828,0.0188053,0.0048287,1.0119474,0.00543,65.56583481,0.0057182,65.56583481,0.0040344,1.0174697,0.0449545,0.0156448,3.12253952
2020-02-22 16:50:00,0.0487412,0.0171282,0.0069018,1.0147197,0.0053024,66.02386169,0.0058357,66.02386169,0.0033059,0.9866045,0.0448149,0.0144223,3.12263751
2020-02-22 17:00:00,0.0427687,0.0123893,0.0046861,1.0111348,0.0046526,65.67154732,0.0046512,65.67154732,0.0034697,1.005413,0.0464571,0.0135796,3.122735023
2020-02-22 17:10:00,0.0465369,0.0157384,0.0038769,0.9957619,0.0046526,65.74199371,0.0056737,65.74199371,0.0034697,1.005413,0.0464571,0.0135796,3.122051239
2020-02-22 17:20:00,0.0473921,0.0129363,0.0022102,1.0090066,0.0047049,65.95337067,0.0048077,65.95337067,0.0038399,0.9930772,0.0494709,0.0121373,3.12253952
2020-02-22 17:30:00,0.0524981,0.0179459,0.0048279,0.9980426,0.0050059,65.6362812,0.0053448,65.6362812,0.005217,0.953236,0.0408192,0.0133788,3.121953726
2020-02-22 17:40:00,0.0546549,0.0174818,0.0025017,0.9930056,0.0050059,65.6362812,0.0054692,65.6362812,0.005217,0.953236,0.0408192,0.0133788,3.121953726
2020-02-22 17:50:00,0.0439394,0.0172814,0.0043751,1.0142622,0.0050029,65.91814919,0.0054785,65.91814919,0.0038914,1.0085036,0.0460696,0.0145275,3.122246504
2020-02-22 18:00:00,0.0510582,0.0197767,0.005488,0.9986458,0.0047559,65.74199371,0.0057132,65.74199371,0.0037063,0.9618399,0.0433705,0.0161063,3.121660709
2020-02-22 18:10:00,0.0482024,0.0132228,0.0027017,0.9992808,0.0045875,65.74199371,0.0043623,65.74199371,0.0029365,1.0082515,0.0495568,0.0150577,3.121660709
2020-02-22 18:20:00,0.0571773,0.0136074,0.0037108,0.9912029,0.0046882,65.91814919,0.0043159,65.91814919,0.0040138,1.0001565,0.0413094,0.0129413,3.121660709
2020-02-22 18:30:00,0.0469674,0.016551,0.0031077,1.0014659,0.0041219,65.67154732,0.0046253,65.67154732,0.0025532,1.0034748,0.0444044,0.0147113,3.121660709
2020-02-22 18:40:00,0.0489575,0.0235806,0.0057999,0.9918561,0.0052724,66.05908318,0.0064241,66.05908318,0.0070702,0.9941857,0.0447705,0.0160106,3.121855974
2020-02-22 18:50:00,0.0470116,0.0130842,0.0039827,0.9760463,0.0052724,65.56583481,0.0047708,65.56583481,0.0070702,0.9941857,0.0447705,0.0160106,3.121953726
2020-02-22 19:00:00,0.0466492,0.0176951,0.0031027,1.0237171,0.0045234,65.7067688,0.0052313,65.7067688,0.0033445,1.0297099,0.0498357,0.0133354,3.121758223
2020-02-22 19:10:00,0.0519201,0.0173708,0.0043011,0.9973985,0.0050969,65.8829277,0.0060199,65.8829277,0.0030808,1.0008956,0.044169,0.0147809,3.121758223
2020-02-22 19:20:00,0.0460559,0.017056,0.0046581,0.9965176,0.005454,65.95337067,0.005336,65.95337067,0.0045149,1.0148732,0.0487241,0.0156593,3.121758223
2020-02-22 19:30:00,0.0544464,0.016196,0.0032254,0.9813633,0.0043934,65.56583481,0.004939,65.56583481,0.0038085,0.9841624,0.042752,0.0140615,3.12117219
2020-02-22 19:40:00,0.0519461,0.0167152,0.0035853,1.0125141,0.0039846,65.81243668,0.0048017,65.81243668,0.0019162,0.9928642,0.0398328,0.011979,3.121269703
2020-02-22 19:50:00,0.0498978,0.0156833,0.0037136,1.0216231,0.0046868,66.12952957,0.0050094,66.12952957,0.0023683,1.0237782,0.0481747,0.013664,3.121269703
2020-02-22 20:00:00,0.0450842,0.0187278,0.0022243,1.0068466,0.0042686,66.12952957,0.004557,66.12952957,0.0021321,1.0204648,0.0490717,0.0151922,3.121269703
2020-02-22 20:10:00,0.0484977,0.0151077,0.0038627,0.9959417,0.0044534,65.91814919,0.0048527,65.91814919,0.003185,1.0086601,0.0404963,0.0146233,3.120879173
2020-02-22 20:20:00,0.051402,0.0216755,0.0061443,1.0186551,0.0050854,66.05908318,0.0052745,66.05908318,0.0046751,1.0155708,0.0442807,0.0172055,3.120585918
2020-02-22 20:30:00,0.0554147,0.0194795,0.0073425,1.0112713,0.0053359,65.95337067,0.0062496,65.95337067,0.0055711,1.026103,0.0450811,0.0151858,3.120781422
2020-02-22 20:40:00,0.0479337,0.0139727,0.0051512,0.9854079,0.0058162,66.09430466,0.004468,66.09430466,0.0051196,0.9979493,0.0479144,0.016243,3.120683908
2020-02-22 20:50:00,0.0473095,0.0147233,0.0041926,1.0165383,0.0044504,65.95337067,0.0050514,65.95337067,0.0059112,0.9890076,0.0475999,0.0137118,3.120000124
2020-02-22 21:00:00,0.0467842,0.0160462,0.0025263,1.0385027,0.0022357,65.8829277,0.0047446,65.8829277,0.0014171,0.4159189,0.0208212,0.0066159,3.120585918
2020-02-22 21:11:00,0.0511106,0.0160814,0.0032,1.0080256,0.0042119,65.84770279,0.0046026,65.84770279,0.0022618,0.9997284,0.0455735,0.0155132,3.120097637
2020-02-22 21:20:00,0.0527126,0.0173383,0.0039001,1.003528,0.00496,65.84770279,0.0047718,65.84770279,0.002544,0.9938601,0.0444272,0.0171551,3.120097637
2020-02-22 21:30:00,0.0489956,0.0139858,0.003624,1.0043725,0.00456,66.09430466,0.0044478,66.09430466,0.0040654,0.9956539,0.0443888,0.0139495,3.120195389
2020-02-22 21:40:00,0.0457026,0.0121135,0.0021732,1.0354664,0.0047192,66.12952957,0.0044329,66.12952957,0.0042264,1.0214535,0.0491249,0.0194513,3.120097637
2020-02-22 21:50:00,0.0468038,0.0138842,0.003367,1.0046365,0.0035869,66.12952957,0.0040529,66.12952957,0.0028208,1.0017667,0.0436289,0.0115955,3.120683908
2020-02-22 22:00:00,0.0592087,0.0218866,0.0053752,0.991212,0.0054706,65.91814919,0.0052319,65.91814919,0.0032483,1.0180912,0.0453184,0.0161427,3.119511604
2020-02-22 22:10:00,0.0484364,0.0153397,0.0027475,1.0234531,0.0047737,66.30568504,0.0042497,66.30568504,0.002463,1.0144303,0.0461313,0.0143597,3.120000124
2020-02-22 22:20:00,0.0466954,0.0174156,0.0026431,1.0110802,0.0050776,66.23523865,0.0049823,66.23523865,0.0034892,1.0247132,0.0460504,0.0164448,3.119804621
2020-02-22 22:30:00,0.048806,0.015362,0.0046835,1.0008035,0.0046707,66.23523865,0.0050055,66.23523865,0.0055819,0.9773447,0.0523983,0.0146019,3.119804621
2020-02-22 22:40:00,0.0487806,0.0151215,0.00261,0.994485,0.0046362,65.8829277,0.0047157,65.8829277,0.0042535,1.0100819,0.0490534,0.0143722,3.119902372
2020-02-22 22:50:00,0.0541436,0.0149721,0.0029794,1.0124162,0.0046813,66.41139755,0.0054058,66.41139755,0.0046788,1.0154067,0.039554,0.0157244,3.119902372
2020-02-22 23:00:00,0.0488988,0.0162179,0.00361,1.0071653,0.0054463,66.09430466,0.0052386,66.09430466,0.0046787,1.0092816,0.046954,0.0180375,3.119218588
2020-02-22 23:10:00,0.0434965,0.0199939,0.0033743,1.001022,0.0050583,65.95337067,0.0046821,65.95337067,0.0029757,0.9912858,0.0446854,0.0167314,3.119902372
2020-02-22 23:20:00,0.0437007,0.0157153,0.0028351,0.9825013,0.0039378,66.05908318,0.0046481,66.05908318,0.0023329,1.0190114,0.047748,0.0139762,3.119218588
2020-02-22 23:30:00,0.0519364,0.0141578,0.0027829,0.9863525,0.0042292,66.05908318,0.0045908,66.05908318,0.0027115,0.9623538,0.0559482,0.0120588,3.119218588
2020-02-22 23:40:00,0.0510514,0.013143,0.0044441,0.9981723,0.0042557,66.12952957,0.0045527,66.12952957,0.0035063,1.00393,0.0429802,0.0139795,3.119218588
2020-02-22 23:50:00,0.047619,0.0151776,0.0032144,0.9905792,0.0048015,66.09430466,0.0046723,66.09430466,0.0023864,1.0278208,0.052127,0.0163421,3.119218588
2020-02-23 00:00:00,0.0530596,0.0165972,0.0053598,0.9926937,0.0042218,66.09430466,0.0051983,66.09430466,0.0024984,0.9973398,0.0451522,0.0139335,3.119218588
2020-02-23 00:10:00,0.0542964,0.0149144,0.0036851,1.0323823,0.0045476,66.16475105,0.0047755,66.16475105,0.0027968,0.9953676,0.0445875,0.0147282,3.119120836
2020-02-23 00:20:00,0.0225161,0.0093089,0.0010001,0.3679811,0.0041757,66.20001717,0.0029585,66.20001717,0.0035111,0.9956197,0.0419473,0.0128175,3.118925571
2020-02-23 00:30:00,0.0490392,0.0147443,0.0031049,0.9965495,0.0045258,65.8829277,0.0053325,65.8829277,0.0028501,0.9952722,0.039989,0.0175701,3.119120836
2020-02-23 00:40:00,0.0508438,0.0154441,0.0027677,0.9983089,0.0038408,66.05908318,0.0046063,66.05908318,0.0031309,0.9833695,0.0537338,0.0158367,3.119316101
2020-02-23 00:50:00,0.0507945,0.0171826,0.0066851,1.0235305,0.0049136,66.05908318,0.0056704,66.05908318,0.0034348,1.0116677,0.0390519,0.0160564,3.119316101
2020-02-23 01:00:00,0.048608,0.0153223,0.0052985,0.9665276,0.0049297,66.48184052,0.0051316,66.48184052,0.003142,1.0025891,0.0430002,0.0134403,3.118730307
2020-02-23 01:10:00,0.053334,0.0167846,0.0033461,1.0082874,0.004485,66.02386169,0.0051824,66.02386169,0.002815,1.0020016,0.0447417,0.0133763,3.118925571
2020-02-23 01:20:00,0.0494679,0.0168043,0.0052748,1.0007808,0.0049676,66.48184052,0.005618,66.48184052,0.0032874,1.0133903,0.0497655,0.0146174,3.118730307
2020-02-23 01:30:00,0.0490057,0.0189774,0.0040049,1.0141256,0.0049011,66.27046356,0.0048471,66.27046356,0.0032516,0.9813728,0.0434377,0.016749,3.118241787
2020-02-23 01:40:00,0.0512348,0.0169102,0.004245,1.0044612,0.0042445,65.98859558,0.0050631,65.98859558,0.0035665,0.9975675,0.0430354,0.0142185,3.118632317
2020-02-23 01:50:00,0.0485139,0.0159248,0.0036444,0.9908296,0.0041866,66.05908318,0.0050741,66.05908318,0.0033764,1.0077131,0.0427196,0.0120956,3.118632317
2020-02-23 02:00:00,0.043582,0.0173988,0.0066464,0.9830999,0.0051488,66.05908318,0.0061515,66.05908318,0.0042754,1.015003,0.0446924,0.0156942,3.118632317
2020-02-23 02:10:00,0.0469616,0.0136576,0.0034969,0.9877341,0.0043583,66.12952957,0.0042299,66.12952957,0.0039348,1.0061127,0.0456586,0.0144616,3.118144035
2020-02-23 02:20:00,0.0484697,0.0148246,0.0036514,0.9934722,0.0045578,66.20001717,0.004731,66.20001717,0.0032689,0.9951597,0.0500253,0.0155511,3.118144035
2020-02-23 02:30:00,0.0490426,0.0199487,0.0055272,0.9952453,0.0037695,66.02386169,0.0053473,66.02386169,0.0030296,1.0373304,0.046824,0.0139694,3.118144035
2020-02-23 02:40:00,0.047064,0.0197005,0.0021404,1.0211861,0.0053426,66.41139755,0.0046489,66.41139755,0.0057933,1.0249725,0.0446837,0.0167667,3.118241787
2020-02-23 02:50:00,0.0499707,0.0169741,0.0056872,1.0178379,0.0048519,66.16475105,0.0049754,66.16475105,0.0031067,1.0102582,0.0591369,0.0129327,3.118046522
2020-02-23 03:00:00,0.0512636,0.0145957,0.0027267,1.0018005,0.0052364,65.95337067,0.0052158,65.95337067,0.0038315,1.0072898,0.0449561,0.0131946,3.117851019
2020-02-23 03:10:00,0.055086,0.0141764,0.0032461,1.012637,0.0043419,65.95337067,0.0048652,65.95337067,0.0031774,1.0095116,0.0431887,0.0137551,3.117851019
2020-02-23 03:20:00,0.0538875,0.0215421,0.0046571,0.9893843,0.0049637,66.34090652,0.0054736,66.34090652,0.0035865,1.0113593,0.0398924,0.0150667,3.117948771
2020-02-23 03:30:00,0.0458326,0.0167641,0.0047143,0.9944828,0.0046298,66.09430466,0.005855,66.09430466,0.0055969,0.9808147,0.0432775,0.0176092,3.117069721
2020-02-23 03:40:00,0.0517501,0.0166254,0.0038658,0.9908091,0.004858,66.02386169,0.0049909,66.02386169,0.0062912,1.0078283,0.0450706,0.0137283,3.11697197
2020-02-23 03:50:00,0.045882,0.0180885,0.0043311,0.9920246,0.0044241,66.48184052,0.0051471,66.48184052,0.0025322,0.9946066,0.0421746,0.0147122,3.117167234
2020-02-23 04:00:00,0.044516,0.0141726,0.0045344,0.97029,0.0042919,66.48184052,0.0045618,66.48184052,0.0013186,1.0060492,0.0460078,0.015486,3.117167234
2020-02-23 04:10:00,0.0460912,0.0136971,0.0052102,0.9846135,0.0043416,66.09430466,0.0048719,66.09430466,0.0032381,1.0073926,0.0484715,0.0131083,3.117460251
2020-02-23 04:21:00,0.0458414,0.0193383,0.0034648,0.9984091,0.0053822,66.16475105,0.004933,66.16475105,0.0033764,0.9801344,0.0442215,0.0189972,3.117069721
2020-02-23 04:30:00,0.0471532,0.0124145,0.0040151,0.9953272,0.0044703,66.16475105,0.0042648,66.16475105,0.0037973,0.9911488,0.0444218,0.0150677,3.117069721
2020-02-23 04:40:00,0.0446534,0.0154731,0.0047734,1.0026517,0.0051033,66.27046356,0.0048642,66.27046356,0.0044421,0.972688,0.0494649,0.0175362,3.116874218
2020-02-23 04:50:00,0.0442924,0.0159946,0.0049325,0.9824922,0.0051375,65.91814919,0.0056492,65.91814919,0.0046385,0.9966792,0.0467794,0.0150173,3.117655516
2020-02-23 05:00:00,0.0421802,0.0130456,0.0032258,0.9948902,0.0044485,66.05908318,0.0045498,66.05908318,0.0032275,1.0219649,0.0437113,0.0159724,3.116776705
2020-02-23 05:10:00,0.0453383,0.0142945,0.0038735,0.9920496,0.0043953,65.84770279,0.0049704,65.84770279,0.0032021,1.0268031,0.0426124,0.0153134,3.117264986
