Time,Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,Machines > Drill Press > MIB > X-Horizontal > Band 1,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,Machines > Drill Press > MIB > Y-Radial > Temperature,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,Machines > Drill Press > MIB > X-Horizontal > Temperature,Machines > Drill Press > MIB > Y-Radial > Band 1,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,Machines > Drill Press > MIB > Battery Voltage
2020-02-22 10:40:00,0.0324534,0.0121101,0.0038822,0.3750073,0.0037957,65.79174461,0.0304901,0.0117767,0.0043137,65.79174461,0.0031048,0.3502028,3.156141758
2020-02-22 10:50:00,0.030473,0.0165483,0.0046941,0.355036,0.0051617,65.85980835,0.0292049,0.0134942,0.0047359,65.85980835,0.0049951,0.3526705,3.155555487
2020-02-22 10:59:00,0.0453596,0.0137807,0.0039824,0.3573113,0.0041635,65.85980835,0.0269512,0.0143584,0.0047433,65.85980835,0.0023824,0.3637797,3.155555487
2020-02-22 11:09:00,0.0307648,0.0120884,0.0024426,0.3537179,0.0051381,65.79174461,0.0318701,0.0158962,0.00366,65.79174461,0.0025588,0.3624632,3.155067205
2020-02-22 11:19:00,0.029644,0.0161574,0.0035469,0.3612735,0.0043428,66.06392746,0.0293547,0.0156759,0.0043175,66.06392746,0.0053138,0.3518529,3.155750751
2020-02-22 11:29:00,0.0330728,0.0128583,0.0029345,0.3605956,0.0049379,66.30205269,0.0282348,0.014762,0.0045003,66.30205269,0.0037089,0.3873779,3.155164957
2020-02-22 11:40:00,0.0297666,0.0140724,0.0022124,0.364604,0.0045937,65.92783432,0.0293955,0.0161344,0.0041825,65.92783432,0.0022701,0.3718291,3.156239271
2020-02-22 11:50:00,0.030302,0.0130676,0.0042511,0.3733909,0.0047244,65.79174461,0.0315874,0.0142992,0.0041803,65.79174461,0.0035677,0.3686731,3.155164957
2020-02-22 12:00:00,0.0282242,0.0211063,0.0039256,0.3610728,0.0042951,65.75773163,0.0339521,0.0139998,0.0053981,65.75773163,0.004015,0.35087,3.155750751
2020-02-22 12:09:00,0.0314164,0.0120217,0.0045692,0.3564922,0.0048491,65.75773163,0.0319044,0.0117553,0.0045318,65.75773163,0.0037169,0.3415101,3.155750751
2020-02-22 12:19:00,0.0316461,0.0174125,0.0036594,0.357851,0.0039757,65.89382477,0.0309373,0.0151441,0.0045607,65.89382477,0.0036741,0.3553276,3.155360222
2020-02-22 12:29:00,0.0322,0.0163482,0.0049361,0.3644467,0.0046889,65.8257576,0.0314273,0.0113598,0.0053181,65.8257576,0.004362,0.3694756,3.155067205
2020-02-22 12:39:00,0.03241,0.0115194,0.0034229,0.3526684,0.0050616,65.58762894,0.0345088,0.0130968,0.003912,65.58762894,0.004976,0.352436,3.155750751
2020-02-22 12:50:00,0.0362039,0.0156479,0.0023637,0.3486599,0.0040366,65.68970566,0.0290122,0.0119983,0.0047266,65.68970566,0.0019378,0.3631515,3.155164957
2020-02-22 13:00:00,0.0323983,0.0135325,0.0037582,0.3477678,0.0035974,65.92783432,0.027403,0.0141919,0.0045286,65.92783432,0.0018218,0.3745133,3.155848742
2020-02-22 13:10:00,0.03211,0.0184499,0.0079211,0.3707575,0.0038209,65.8257576,0.0337749,0.0106186,0.005902,65.8257576,0.0027073,0.3711739,3.155067205
2020-02-22 13:19:00,0.0309215,0.0129137,0.0028867,0.3567418,0.0041863,65.8257576,0.0310401,0.0153562,0.0044929,65.8257576,0.0043733,0.3569026,3.155067205
2020-02-22 13:29:00,0.0340276,0.0150198,0.0036844,0.3570834,0.0046988,65.4515358,0.0301778,0.0130431,0.0048854,65.4515358,0.0033869,0.3383571,3.155067205
2020-02-22 13:39:00,0.0351622,0.0151996,0.0026952,0.3658297,0.0038618,65.75773163,0.0357762,0.0116914,0.0043008,65.75773163,0.0023014,0.3659349,3.154578686
2020-02-22 13:49:00,0.0379523,0.0116097,0.0042351,0.3711534,0.0041538,65.4515358,0.0359713,0.0128063,0.0041848,65.4515358,0.003032,0.3657275,3.154773951
2020-02-22 13:59:00,0.0394309,0.0160688,0.0022455,0.3632614,0.0053653,65.4515358,0.0312305,0.0184107,0.0047413,65.4515358,0.0039234,0.3557544,3.154773951
2020-02-22 14:10:00,0.0378152,0.014811,0.0038407,0.3600315,0.0048691,65.8257576,0.0325625,0.0145241,0.0044518,65.8257576,0.0067659,0.351366,3.154578686
2020-02-22 14:20:00,0.0307442,0.0126749,0.004828,0.3607338,0.0045099,65.8257576,0.0286087,0.0137886,0.0047078,65.8257576,0.0046998,0.3513329,3.154285669
2020-02-22 14:30:00,0.0336766,0.0121555,0.001499,0.3573574,0.0049287,65.65565491,0.0286238,0.0153947,0.0033349,65.65565491,0.0025643,0.348261,3.154676437
2020-02-22 14:39:00,0.0393975,0.0140208,0.0037744,0.3598932,0.004748,65.65565491,0.033725,0.0135729,0.0044109,65.65565491,0.0046628,0.360798,3.154676437
2020-02-22 14:49:00,0.0396428,0.0149315,0.0034159,0.3547159,0.0042538,66.40413284,0.0363801,0.0129217,0.0048968,66.40413284,0.0026783,0.3703172,3.154578686
2020-02-22 14:59:00,0.035755,0.0132898,0.0033448,0.3451018,0.0036657,65.89382477,0.0312872,0.0110864,0.0047504,65.89382477,0.0041615,0.364444,3.154480934
2020-02-22 15:09:00,0.0306092,0.0126282,0.0041157,0.3634513,0.0032562,65.72372208,0.0313868,0.0091754,0.0043274,65.72372208,0.0022213,0.3694636,3.154578686
2020-02-22 15:20:00,0.0316355,0.0169195,0.0026145,0.3738085,0.0044951,66.09793701,0.0305968,0.0138647,0.0050708,66.09793701,0.0025498,0.3735364,3.154480934
2020-02-22 15:30:00,0.0384519,0.0213514,0.0024978,0.3676929,0.0041053,65.72372208,0.0407035,0.0128459,0.0047797,65.72372208,0.0026386,0.3611707,3.15389514
2020-02-22 15:40:00,0.0313822,0.0134899,0.0028664,0.3722437,0.0043974,65.99586029,0.0288583,0.0140204,0.0046615,65.99586029,0.0043745,0.3517567,3.154188156
2020-02-22 15:49:00,0.0353723,0.016866,0.0021613,0.3503821,0.0036746,65.99586029,0.0300483,0.0109552,0.0042863,65.99586029,0.0038477,0.3601127,3.154188156
2020-02-22 15:59:00,0.0340356,0.0137282,0.0035328,0.3572219,0.0045424,65.92783432,0.0313793,0.0132055,0.0041194,65.92783432,0.0035838,0.3580327,3.153992653
2020-02-22 16:09:00,0.02907,0.0132566,0.0023248,0.3644928,0.0044365,65.85980835,0.0310824,0.0118796,0.0041705,65.85980835,0.0029445,0.3659499,3.154383421
2020-02-22 16:19:00,0.0325827,0.0143888,0.0057454,0.3583121,0.0043094,66.13195,0.0296892,0.0151149,0.0050764,66.13195,0.0045017,0.3626225,3.153699636
2020-02-22 16:30:00,0.0303198,0.0126673,0.0048536,0.3641375,0.0038528,66.2680397,0.0370088,0.0138804,0.0043375,66.2680397,0.0042142,0.3525262,3.154090405
2020-02-22 16:40:00,0.0313315,0.0156149,0.0024693,0.3647043,0.0040167,65.92783432,0.0305078,0.0104515,0.0044037,65.92783432,0.0028924,0.3735364,3.153504133
2020-02-22 16:50:00,0.0351826,0.0138678,0.0019395,0.3543389,0.004112,65.92783432,0.0269522,0.0120622,0.0041616,65.92783432,0.0024222,0.3590066,3.153699636
2020-02-22 16:59:00,0.0314965,0.0120973,0.0030829,0.3660819,0.0046614,65.92783432,0.0285711,0.0145638,0.00454,65.92783432,0.0040684,0.3610114,3.153699636
2020-02-22 17:09:00,0.0357218,0.0153193,0.0019737,0.3609834,0.004341,65.85980835,0.0271821,0.0125225,0.0039426,65.85980835,0.0034255,0.3425261,3.153992653
2020-02-22 17:19:00,0.0304397,0.0132878,0.0032254,0.3844451,0.0041947,66.06392746,0.0301273,0.0128782,0.0044444,66.06392746,0.0027224,0.3621777,3.15379715
2020-02-22 17:29:00,0.0360972,0.0165418,0.002704,0.3526655,0.0049388,65.96184731,0.0305126,0.0165169,0.0045958,65.96184731,0.0054505,0.3647205,3.153699636
2020-02-22 17:40:00,0.0345383,0.0157592,0.0040984,0.3529829,0.0046946,65.96184731,0.0314092,0.0164632,0.0045314,65.96184731,0.0032651,0.3507167,3.154090405
2020-02-22 17:50:00,0.0321559,0.0156819,0.0056345,0.3647259,0.0049998,65.89382477,0.0286184,0.0143815,0.0054742,65.89382477,0.0066749,0.3526765,3.153308868
2020-02-22 18:00:00,0.0361512,0.0147402,0.0014766,0.3827094,0.0051176,65.8257576,0.0291099,0.0150686,0.0043125,65.8257576,0.0033767,0.3523128,3.153308868
2020-02-22 18:09:00,0.0310975,0.0121687,0.0025274,0.375254,0.0044268,65.8257576,0.0287421,0.0132713,0.004364,65.8257576,0.0041197,0.3709575,3.153308868
2020-02-22 18:19:00,0.041963,0.0109201,0.0024998,0.3733285,0.0042839,66.16596298,0.0282226,0.0133216,0.0039364,66.16596298,0.0044086,0.3709755,3.154090405
2020-02-22 18:29:00,0.0386176,0.0128675,0.0030785,0.3572191,0.0035584,65.79174461,0.0260333,0.0098171,0.0039844,65.79174461,0.0028207,0.3585948,3.153211355
2020-02-22 18:39:00,0.0349036,0.0131965,0.0024184,0.371205,0.0036141,66.06392746,0.0347401,0.0103301,0.0040777,66.06392746,0.0021474,0.3716848,3.153308868
2020-02-22 18:50:00,0.0422449,0.0137567,0.0028838,0.3717446,0.0041622,66.30205269,0.0332978,0.0118499,0.0046066,66.30205269,0.0024524,0.3557243,3.152918339
2020-02-22 19:00:00,0.0295259,0.0128756,0.003972,0.3501326,0.0033518,66.30205269,0.0263917,0.0108509,0.004596,66.30205269,0.0032199,0.3482069,3.153113604
2020-02-22 19:10:00,0.0359625,0.0138646,0.0044059,0.3721135,0.0048081,66.16596298,0.0314905,0.013888,0.0043927,66.16596298,0.0031207,0.3642306,3.15340662
2020-02-22 19:19:00,0.0393639,0.0199669,0.0034941,0.3580653,0.003595,66.16596298,0.02982,0.012193,0.0048487,66.16596298,0.0029255,0.3825987,3.15340662
2020-02-22 19:29:00,0.0344955,0.0139678,0.004503,0.3783321,0.0046858,65.8257576,0.0293024,0.015373,0.0041113,65.8257576,0.0033621,0.374922,3.152332067
2020-02-22 19:39:00,0.0348513,0.0142575,0.004598,0.3714681,0.0044154,66.06392746,0.0366207,0.0130846,0.0041725,66.06392746,0.0034956,0.3579696,3.153015852
2020-02-22 19:49:00,0.0328777,0.0143728,0.0052608,0.3591474,0.0042613,66.09793701,0.0319683,0.0107808,0.004745,66.09793701,0.0045954,0.3662144,3.152820349
2020-02-22 20:00:00,0.0333569,0.0142034,0.0061567,0.3631232,0.0039793,66.20001717,0.0260205,0.013209,0.005055,66.20001717,0.0027785,0.3588804,3.152918339
2020-02-22 20:10:00,0.0340613,0.0152074,0.0026779,0.344036,0.0054645,65.99586029,0.0342193,0.0185755,0.0048962,65.99586029,0.0025935,0.384336,3.152820349
2020-02-22 20:20:00,0.0298498,0.0129854,0.0035822,0.370649,0.0038754,66.23403015,0.0296115,0.0131554,0.0045392,66.23403015,0.0021372,0.3731937,3.152820349
2020-02-22 20:29:00,0.0316032,0.0139663,0.0062009,0.3594891,0.0043904,66.23403015,0.0311186,0.0130885,0.0049911,66.23403015,0.0020875,0.3542184,3.152820349
2020-02-22 20:39:00,0.0348368,0.0160814,0.0037363,0.3586049,0.0042149,66.23403015,0.0302638,0.0123976,0.0050761,66.23403015,0.0046168,0.3548046,3.152429819
2020-02-22 20:49:00,0.0372307,0.0159692,0.0035354,0.3732091,0.0036475,66.13195,0.0267175,0.0106066,0.0042892,66.13195,0.0016257,0.3673115,3.152625084
2020-02-22 20:59:00,0.0332159,0.0146737,0.0056794,0.3738519,0.0053857,66.4381424,0.0329364,0.0189183,0.0051918,66.4381424,0.006456,0.3611166,3.152234554
2020-02-22 21:10:00,0.0344614,0.0147666,0.0040731,0.3639883,0.0045133,66.33606567,0.0322698,0.0127642,0.004807,66.33606567,0.0051552,0.3675429,3.151843548
2020-02-22 21:20:00,0.0326893,0.0157601,0.0041921,0.3802523,0.0045094,66.13195,0.0316041,0.0179224,0.0045926,66.13195,0.0050487,0.372836,3.151843548
2020-02-22 21:30:00,0.0333198,0.0118775,0.003278,0.3652087,0.0047137,66.16596298,0.0348182,0.0153299,0.0044247,66.16596298,0.0025775,0.3664248,3.152527332
2020-02-22 21:39:00,0.0408493,0.0119124,0.0038533,0.3691439,0.0047217,66.16596298,0.0288062,0.0121482,0.0041219,66.16596298,0.0042393,0.3664669,3.152527332
2020-02-22 21:49:00,0.0353265,0.0173896,0.0041499,0.383203,0.0042076,66.02991104,0.031839,0.012596,0.0044873,66.02991104,0.0031242,0.3757667,3.152722836
2020-02-22 21:59:00,0.0348465,0.0123682,0.003855,0.3522967,0.0046748,65.85980835,0.0339475,0.0146887,0.004581,65.85980835,0.0031432,0.3667314,3.152136803
2020-02-22 22:09:00,0.0320094,0.0145238,0.0039866,0.3599637,0.0043681,66.20001717,0.0297031,0.0124979,0.0047786,66.20001717,0.0025345,0.3615314,3.152332067
2020-02-22 22:19:00,0.0304513,0.0197642,0.0021112,0.3639151,0.0047148,66.02991104,0.0306626,0.0132607,0.0049411,66.02991104,0.0044237,0.3730795,3.151843548
2020-02-22 22:30:00,0.034348,0.0146892,0.0037371,0.3691248,0.0043802,66.06392746,0.0299845,0.0133172,0.0040733,66.06392746,0.0031278,0.353479,3.151746035
2020-02-22 22:40:00,0.0326958,0.0137865,0.0036563,0.373323,0.0042543,66.20001717,0.026263,0.0118973,0.0043012,66.20001717,0.0047952,0.3599654,3.151550531
2020-02-22 22:49:00,0.0431534,0.0162552,0.0036624,0.365187,0.0042543,66.20001717,0.026263,0.0118973,0.0049869,66.20001717,0.0047952,0.3599654,3.151550531
2020-02-22 22:59:00,0.0437119,0.0187534,0.003988,0.3512824,0.0047329,66.13195,0.0345623,0.0146533,0.0045012,66.13195,0.0045534,0.3632597,3.152136803
2020-02-22 23:09:00,0.0341019,0.0154311,0.002605,0.3614769,0.0045817,66.20001717,0.0293984,0.0156932,0.0047388,66.20001717,0.004488,0.3555289,3.151941538
2020-02-22 23:19:00,0.0344491,0.0127787,0.002749,0.3667789,0.0041602,66.13195,0.0311075,0.0115861,0.0040787,66.13195,0.0044255,0.3387088,3.151746035
2020-02-22 23:29:00,0.0408374,0.0145381,0.003831,0.3873767,0.0053742,66.13195,0.0291395,0.0192632,0.0049252,66.13195,0.0039841,0.3594875,3.151746035
2020-02-22 23:40:00,0.0308545,0.0126013,0.0028318,0.3627543,0.0053185,66.06392746,0.0326162,0.0157453,0.0044537,66.06392746,0.0061959,0.3569447,3.152136803
2020-02-22 23:50:00,0.0353955,0.0140732,0.0042091,0.3519116,0.0048568,66.06392746,0.0313694,0.0160383,0.0045905,66.06392746,0.0052508,0.3680419,3.151746035
2020-02-22 23:59:00,0.0354481,0.0183752,0.0047649,0.3511551,0.0047563,66.06392746,0.03054,0.0156568,0.0053812,66.06392746,0.0046733,0.3648828,3.151746035
2020-02-23 00:09:00,0.0313079,0.014441,0.0041075,0.3547593,0.0043196,65.96184731,0.0278906,0.0119428,0.0050042,65.96184731,0.0035613,0.3505604,3.152332067
2020-02-23 00:19:00,0.0330983,0.0177754,0.0040373,0.3652603,0.0049801,65.99586029,0.0338534,0.0169818,0.0049478,65.99586029,0.0032539,0.3516155,3.151843548
2020-02-23 00:29:00,0.0392246,0.0144947,0.0044225,0.3521558,0.0047442,65.75773163,0.0279889,0.0170601,0.0047488,65.75773163,0.0025645,0.3664398,3.151648283
2020-02-23 00:39:00,0.0308861,0.0102044,0.0013631,0.369895,0.0036931,65.79174461,0.0337634,0.0104105,0.003279,65.79174461,0.0030061,0.3578253,3.151355267
2020-02-23 00:50:00,0.0379832,0.0195899,0.0032276,0.3723006,0.0045962,66.30205269,0.0323286,0.0134324,0.0051653,66.30205269,0.003175,0.3588233,3.151453018
2020-02-23 01:00:00,0.0326812,0.0148602,0.0034505,0.3645469,0.0039392,66.08093052,0.0326406,0.014045,0.0054902,66.08093052,0.0039864,0.3664699,3.151355386
2020-02-23 01:10:00,0.0324858,0.0118115,0.0025247,0.3749936,0.004795,65.96184731,0.0351125,0.0134775,0.004172,65.96184731,0.0032451,0.3726978,3.151648283
2020-02-23 01:19:00,0.0380657,0.0152678,0.0056922,0.373597,0.005029,65.96184731,0.0352508,0.0127725,0.0047745,65.96184731,0.0049198,0.3767375,3.151648283
2020-02-23 01:29:00,0.0365393,0.0145053,0.0028876,0.3627814,0.0042121,66.06392746,0.0314527,0.011795,0.0046478,66.06392746,0.0016638,0.3560009,3.151453018
2020-02-23 01:39:00,0.0426316,0.0165482,0.0057093,0.3368058,0.0049362,65.96184731,0.0306577,0.013947,0.0057946,65.96184731,0.0049044,0.3477801,3.152234554
2020-02-23 01:49:00,0.0385274,0.0212571,0.0043765,0.3567824,0.0048153,66.06392746,0.0292327,0.014228,0.0048853,66.06392746,0.0039238,0.3515854,3.151355267
2020-02-23 02:00:00,0.0347301,0.0136822,0.0030683,0.3777952,0.0043811,65.75773163,0.0261364,0.0126145,0.0048033,65.75773163,0.0030106,0.3368903,3.151453018
2020-02-23 02:10:00,0.0334197,0.0129769,0.0028644,0.3558061,0.0049528,65.75773163,0.0269593,0.0149191,0.0043902,65.75773163,0.0028565,0.3614563,3.151257753
2020-02-23 02:20:00,0.0377644,0.0113813,0.003689,0.3652385,0.0043975,65.8257576,0.0341489,0.014501,0.0042898,65.8257576,0.0039149,0.3720576,3.151160002
2020-02-23 02:29:00,0.038313,0.0151665,0.0021777,0.3629279,0.0041322,65.8257576,0.0346696,0.0148934,0.0046066,65.8257576,0.0027649,0.3479334,3.151160002
2020-02-23 02:39:00,0.0411883,0.0143724,0.0022233,0.3595514,0.0041826,65.89382477,0.0264524,0.0114151,0.0037771,65.89382477,0.0046102,0.3661783,3.151257753
2020-02-23 02:49:00,0.031452,0.0172873,0.0055357,0.3365806,0.0041131,65.89382477,0.0291551,0.0110935,0.0049194,65.89382477,0.0031399,0.3638158,3.150671482
2020-02-23 02:59:00,0.0381547,0.01652,0.0029136,0.3501109,0.0038503,65.89382477,0.0308911,0.0134112,0.0047375,65.89382477,0.0021936,0.397925,3.151550531
2020-02-23 03:10:00,0.0318708,0.0139385,0.0036327,0.3581683,0.0046193,65.79174461,0.0311344,0.0126209,0.0046168,65.79174461,0.0034382,0.352926,3.151160002
2020-02-23 03:20:00,0.0343413,0.0141022,0.0027049,0.3391842,0.0054755,66.37011986,0.0319178,0.0144163,0.0044267,66.37011986,0.0056738,0.3574947,3.150866747
2020-02-23 03:30:00,0.0331647,0.0163781,0.0031378,0.3560421,0.0049078,66.02991104,0.0376392,0.0128591,0.0046258,66.02991104,0.0048579,0.3708763,3.150866747
2020-02-23 03:39:00,0.037536,0.0150124,0.0056052,0.3582958,0.0042092,66.02991104,0.0311589,0.0128219,0.0047517,66.02991104,0.0030859,0.3649279,3.150866747
2020-02-23 03:49:00,0.0357421,0.0164749,0.002364,0.36465,0.005146,66.13195,0.026159,0.018719,0.0048255,66.13195,0.0044942,0.3491958,3.150964737
2020-02-23 03:59:00,0.0298833,0.012502,0.0046799,0.364075,0.0048607,65.72372208,0.0303054,0.0170908,0.0043545,65.72372208,0.0033509,0.3563886,3.150769234
2020-02-23 04:09:00,0.032436,0.0197258,0.0025468,0.3674651,0.0051237,65.72372208,0.0299,0.0144704,0.0050457,65.72372208,0.0022937,0.3573354,3.150769234
2020-02-23 04:20:00,0.0322656,0.0136771,0.002558,0.3749313,0.0045306,65.99586029,0.0328273,0.0136113,0.0042635,65.99586029,0.0033164,0.3673566,3.150671482
2020-02-23 04:30:00,0.0338503,0.0159622,0.0029687,0.3603867,0.0052672,65.72372208,0.0407972,0.0163842,0.0048056,65.72372208,0.0056578,0.3692051,3.150085449
2020-02-23 04:40:00,0.0352529,0.0129223,0.0039728,0.3725094,0.0041617,65.92783432,0.0326901,0.0123082,0.0040653,65.92783432,0.0037498,0.3585107,3.150280952
2020-02-23 04:49:00,0.0361218,0.0156537,0.0049875,0.3573601,0.0045963,65.92783432,0.0409808,0.013909,0.0057312,65.92783432,0.0035723,0.3668576,3.150280952
2020-02-23 04:59:00,0.0335454,0.0153677,0.0039322,0.3719589,0.0043436,65.89382477,0.0320775,0.0138951,0.0051115,65.89382477,0.0029751,0.3541012,3.150866747
2020-02-23 05:09:00,0.0370526,0.0139224,0.0028084,0.3478979,0.0054749,66.23403015,0.028839,0.0146531,0.0044455,66.23403015,0.0023709,0.3458354,3.150378466
2020-02-23 05:19:00,0.0337462,0.0132395,0.0029541,0.3505611,0.0041192,65.92783432,0.0318113,0.0136788,0.004565,65.92783432,0.002471,0.3544409,3.149987936
2020-02-23 05:30:00,0.0376791,0.0144878,0.0037632,0.3680888,0.0033209,65.79174461,0.0285128,0.0097917,0.0045176,65.79174461,0.0022404,0.3560159,3.150183201
