Time,Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity
2020-02-15 06:48:00,0.0052211,62.38665924,0.0048544,1.0290105,0.0414058,0.0186332,0.0058458,62.38665924,0.0038918,1.0332518,3.232429743,0.0485341,0.0157281
2020-02-15 06:59:00,0.0056557,62.60664673,0.0055742,0.9859924,0.0516069,0.0152023,0.0040107,62.60664673,0.00305,1.0493294,3.232039213,0.044519,0.0202885
2020-02-15 07:09:00,0.0056537,62.46002045,0.0070076,0.9992737,0.0433293,0.0125689,0.0046078,62.46002045,0.0043662,1.0574482,3.231648207,0.0587925,0.015562
2020-02-15 07:19:00,0.0053374,62.46002045,0.0042562,0.9744443,0.048022,0.0138,0.0043157,62.46002045,0.0035718,1.0295021,3.231648207,0.0534869,0.0149826
2020-02-15 07:29:00,0.0045731,62.82668228,0.0028862,0.9779735,0.0442176,0.0162737,0.0052162,62.82668228,0.0033676,1.0284931,3.231452942,0.0547398,0.0136935
2020-02-15 07:38:00,0.0056333,62.34999924,0.0062888,0.9830688,0.0430429,0.0148757,0.0048799,62.34999924,0.0028619,1.0397138,3.231550694,0.044537,0.0214896
2020-02-15 07:48:00,0.0053998,62.31334267,0.0035403,0.9796441,0.0461383,0.0198555,0.0049547,62.31334267,0.003747,1.0326506,3.231452942,0.0488903,0.016289
2020-02-15 07:58:00,0.0054323,62.49667358,0.0029693,0.998877,0.0503779,0.0147524,0.0055186,62.49667358,0.0034251,1.0798974,3.230378628,0.0543788,0.0230525
2020-02-15 08:09:00,0.0053937,62.34999924,0.0052967,0.9968514,0.0454551,0.0127476,0.0044548,62.34999924,0.0034147,1.0617759,3.231159925,0.0399228,0.015116
2020-02-15 08:19:00,0.0052553,62.42331581,0.0050623,0.9803959,0.0501304,0.0201219,0.0045217,62.42331581,0.0024899,1.0776083,3.230183125,0.0485104,0.0178508
2020-02-15 08:29:00,0.0060581,62.42331581,0.0038243,0.9799573,0.0445747,0.0164317,0.0053438,62.42331581,0.0026211,1.020524,3.230476141,0.0450582,0.0210015
2020-02-15 08:39:00,0.0044403,62.34999924,0.0030108,1.006165,0.0406798,0.0136481,0.0043526,62.34999924,0.0035683,1.0527823,3.229694605,0.0490942,0.014657
2020-02-15 08:48:00,0.0048998,62.34999924,0.0045817,0.9944081,0.0415492,0.0149864,0.0041397,62.34999924,0.0024699,1.0561527,3.229694605,0.0445034,0.0142514
2020-02-15 08:58:00,0.0056236,62.34999924,0.0053819,1.0029282,0.0401363,0.0150273,0.0050587,62.34999924,0.0040145,1.020653,3.230183125,0.0424791,0.0178774
2020-02-15 09:08:00,0.0048146,62.60664673,0.0030625,0.992299,0.0402233,0.0169311,0.0045682,62.60664673,0.0027811,1.0273266,3.22949934,0.0505428,0.0161242
2020-02-15 09:19:00,0.0048786,62.34999924,0.0029753,1.0235811,0.0417165,0.0202846,0.005969,62.34999924,0.0037615,1.0278712,3.229206324,0.0446414,0.0182034
2020-02-15 09:29:00,0.0055479,62.42331581,0.0046332,0.9831941,0.0443259,0.0142566,0.0054203,62.42331581,0.0036128,1.0739051,3.22910881,0.0513147,0.0176128
2020-02-15 09:39:00,0.0052375,62.49667358,0.0044069,1.0006102,0.046392,0.0141821,0.0048923,62.49667358,0.0030539,1.0311563,3.228913307,0.0531134,0.0150604
2020-02-15 09:49:00,0.0056107,62.2766861,0.0058281,1.031955,0.041104,0.014389,0.004746,62.2766861,0.0037834,1.0321189,3.228620291,0.0565618,0.0159085
2020-02-15 09:58:00,0.0057899,62.2766861,0.004242,0.9730243,0.041104,0.014389,0.004746,62.2766861,0.0037834,1.0321189,3.228620291,0.0477888,0.0169461
2020-02-15 10:08:00,0.0055325,62.34999924,0.0068526,1.0079609,0.0429036,0.0196984,0.0050854,62.34999924,0.003663,1.0320802,3.228425026,0.0513573,0.0157525
2020-02-15 10:18:00,0.0048242,62.13001175,0.0028693,0.9838833,0.0502999,0.0177921,0.005003,62.13001175,0.004436,1.0276466,3.229011059,0.0508243,0.0130726
2020-02-15 10:28:00,0.0054207,62.31334267,0.0067999,0.9961622,0.0428613,0.014243,0.0045072,62.31334267,0.0048658,1.0379332,3.228229523,0.0428137,0.0140681
2020-02-15 10:39:00,0.0049237,62.68000793,0.0026177,0.9861595,0.0442428,0.0175961,0.0051135,62.68000793,0.004242,1.0155433,3.227350473,0.043525,0.0148225
2020-02-15 10:49:00,0.0052517,62.13001175,0.0051857,1.0056847,0.0467605,0.0134759,0.0051878,62.13001175,0.0051513,1.0554611,3.22764349,0.0492919,0.0139738
2020-02-15 10:59:00,0.0050504,62.34999924,0.0045005,1.0086291,0.0405402,0.015171,0.0046987,62.34999924,0.0047624,1.0429784,3.227838755,0.0478191,0.0160945
2020-02-15 11:09:00,0.0047969,62.20332489,0.002814,0.9816697,0.0395522,0.0147901,0.0046753,62.20332489,0.0031553,1.0190917,3.226959705,0.0465517,0.0136497
2020-02-15 11:18:00,0.0051105,62.20332489,0.0048273,0.9716252,0.0433559,0.0182069,0.0051044,62.20332489,0.004975,1.0122659,3.226959705,0.0489041,0.0174043
2020-02-15 11:28:00,0.0054535,62.20332489,0.0023877,0.9549609,0.0436361,0.016062,0.0040701,62.20332489,0.0043532,1.0346196,3.226568937,0.0499366,0.0164512
2020-02-15 11:38:00,0.005334,62.23998489,0.0027189,0.9922781,0.044638,0.0116737,0.004378,62.23998489,0.0045056,1.0463668,3.226568937,0.0511677,0.0160803
2020-02-15 11:49:00,0.0050913,62.46002045,0.0045711,0.9940949,0.04157,0.0206665,0.004943,62.46002045,0.0026751,1.0530714,3.226080656,0.0465983,0.018465
2020-02-15 11:59:00,0.0050079,62.42331581,0.0050966,0.9860133,0.043329,0.0164346,0.0048992,62.42331581,0.0037216,1.0181472,3.225689888,0.0433222,0.0164436
2020-02-15 12:09:00,0.0053258,62.31334267,0.0033839,1.0065409,0.0406622,0.0175246,0.0051289,62.31334267,0.0032231,1.036057,3.225982904,0.0530066,0.0192233
2020-02-15 12:19:00,0.0052766,62.2766861,0.0032586,0.9805003,0.0404563,0.0153294,0.0053551,62.2766861,0.0032483,1.04567,3.226080656,0.0432947,0.0172452
2020-02-15 12:28:00,0.0047215,62.23998489,0.0035363,0.9725858,0.0428648,0.0135886,0.0047831,62.23998489,0.0022536,1.020493,3.225494623,0.0417168,0.0187231
2020-02-15 12:38:00,0.0052004,62.23998489,0.0041925,0.9906283,0.0507049,0.017975,0.0058154,62.23998489,0.0038769,1.0425913,3.225494623,0.0450672,0.0197697
2020-02-15 12:48:00,0.0051551,62.56999359,0.0027645,1.0061023,0.0507024,0.0166909,0.0047498,62.56999359,0.0054431,1.0435487,3.225201607,0.0461938,0.0195011
2020-02-15 12:59:00,0.0046136,62.31334267,0.0050527,0.9766997,0.0440296,0.0152176,0.0046992,62.31334267,0.0051398,1.0481913,3.225201607,0.0451534,0.0159374
2020-02-15 13:09:00,0.0058792,62.38665924,0.0073046,0.9984176,0.0451199,0.0150876,0.0043037,62.38665924,0.0032817,1.0566378,3.225201607,0.041792,0.0193686
2020-02-15 13:19:00,0.0056683,62.53333359,0.0028031,1.00297,0.0472524,0.0161919,0.0045563,62.53333359,0.0030176,1.0448003,3.225396872,0.0466473,0.0191798
2020-02-15 13:29:00,0.0053859,62.2766861,0.0040831,0.976825,0.0434883,0.0148339,0.0047731,62.2766861,0.0036497,1.059105,3.224224806,0.0493633,0.0141363
2020-02-15 13:38:00,0.0054454,62.2766861,0.0045465,0.9869112,0.0432644,0.0147427,0.0049,62.2766861,0.0030923,1.0515436,3.224224806,0.0440734,0.0161733
2020-02-15 13:48:00,0.0052083,62.34999924,0.0031683,0.9969767,0.0450838,0.0159518,0.0050721,62.34999924,0.002426,1.0660856,3.224420071,0.0478769,0.0164351
2020-02-15 13:58:00,0.0056643,62.34999924,0.0055248,0.9616642,0.0432496,0.0150195,0.0055597,62.34999924,0.0054737,1.0657915,3.223931551,0.0491383,0.0214794
2020-02-15 14:09:00,0.003904,62.34999924,0.0024201,0.9870783,0.0488639,0.0147152,0.0049959,62.34999924,0.0047769,1.0448442,3.224127054,0.0486826,0.0121961
2020-02-15 14:19:00,0.0048658,62.46002045,0.0043581,0.9678454,0.0388909,0.0142833,0.0044786,62.46002045,0.0035539,1.0434997,3.224029303,0.0394912,0.0133069
2020-02-15 14:29:00,0.0052338,62.34999924,0.0033527,0.9729826,0.0392371,0.0168147,0.0047957,62.34999924,0.0024142,1.0345731,3.223638535,0.0493512,0.0208063
2020-02-15 14:39:00,0.0053742,62.31334267,0.0029129,1.0254814,0.0483356,0.0146887,0.0047863,62.31334267,0.0038815,1.0087794,3.222661734,0.0471423,0.0184929
2020-02-15 14:48:00,0.0050237,62.31334267,0.0022563,0.9729199,0.0508538,0.0147299,0.0040504,62.31334267,0.0031077,1.0413087,3.222661734,0.0467235,0.0186853
2020-02-15 14:58:00,0.0056014,62.49667358,0.0046465,0.9757182,0.0462828,0.0154122,0.0049792,62.49667358,0.0037336,1.0358815,3.22256422,0.0528242,0.016795
2020-02-15 15:08:00,0.0058965,62.05665054,0.0051386,0.9621445,0.0462489,0.0163942,0.0050908,62.05665054,0.0058393,1.0424519,3.22295475,0.0469617,0.018188
2020-02-15 15:19:00,0.0043796,62.20332489,0.0027462,0.9794144,0.043036,0.0139299,0.0045001,62.20332489,0.0032265,1.0606817,3.222661734,0.0459958,0.0149793
2020-02-15 15:29:00,0.0047535,62.34999924,0.003518,1.0083159,0.046322,0.0153943,0.0048881,62.34999924,0.0025797,1.0616469,3.222173452,0.0500722,0.0155286
2020-02-15 15:39:00,0.0047015,62.53333359,0.0034677,0.9796232,0.0439114,0.0163544,0.0052522,62.53333359,0.0038218,1.0463255,3.222075701,0.0475712,0.0174065
2020-02-15 15:49:00,0.0046454,62.49667358,0.0035588,1.0195925,0.0397375,0.0175035,0.0047223,62.49667358,0.002234,1.0534894,3.221977949,0.0498509,0.0157646
2020-02-15 15:58:00,0.005241,62.49667358,0.0037124,0.9748411,0.043324,0.0159639,0.0051256,62.49667358,0.0034479,1.0310222,3.221977949,0.0492245,0.0160228
2020-02-15 16:08:00,0.0053315,62.13001175,0.0043365,1.0263376,0.0495735,0.0116904,0.0042112,62.13001175,0.0037043,1.0429242,3.221977949,0.0585354,0.0176041
2020-02-15 16:18:00,0.0048411,62.23998489,0.0064791,1.00439,0.0525983,0.0155711,0.0038462,62.23998489,0.0020276,1.0636985,3.221977949,0.0517126,0.0164386
2020-02-15 16:28:00,0.0050272,62.23998489,0.0026846,1.0031997,0.049248,0.0135212,0.0041629,62.23998489,0.0024217,1.0546301,3.221001148,0.0542421,0.0167718
2020-02-15 16:39:00,0.0044431,62.31334267,0.0018794,0.9910042,0.0435515,0.0129697,0.0038658,62.31334267,0.0036168,1.0373861,3.2210989,0.0460156,0.0133929
2020-02-15 16:49:00,0.0048065,62.53333359,0.0027645,0.9715625,0.0428022,0.0174891,0.0051518,62.53333359,0.001453,1.0466739,3.2210989,0.0536801,0.016622
2020-02-15 16:59:00,0.0052413,62.64335136,0.0027587,0.9500117,0.0477621,0.0178297,0.0044196,62.64335136,0.0039444,1.0195098,3.220610619,0.0456436,0.017457
2020-02-15 17:09:00,0.0051337,62.31334267,0.0041952,0.9748829,0.0460259,0.0181965,0.0049457,62.31334267,0.0036006,1.0652237,3.220512867,0.0490476,0.0155221
2020-02-15 17:18:00,0.0054641,62.31334267,0.0025904,0.9898557,0.0433635,0.0118809,0.0040583,62.31334267,0.0029092,1.0382738,3.220512867,0.0437711,0.0159746
2020-02-15 17:28:00,0.0047227,61.9466774,0.0029365,0.9888742,0.0400135,0.012932,0.0043363,61.9466774,0.0018706,1.0449887,3.220805883,0.0532125,0.0122993
2020-02-15 17:38:00,0.004477,62.68000793,0.0034624,0.9651516,0.0527296,0.016465,0.0047799,62.68000793,0.0023437,1.0301576,3.220219851,0.0525256,0.0120755
2020-02-15 17:49:00,0.0043166,62.38665924,0.0047253,1.0162304,0.045041,0.0142212,0.0047259,62.38665924,0.0041219,1.0511075,3.219536066,0.0487083,0.0147908
2020-02-15 17:59:00,0.0051632,62.38665924,0.0041979,0.9703096,0.0490014,0.0136325,0.0042714,62.38665924,0.0024342,1.0238582,3.219536066,0.0416287,0.0164438
2020-02-15 18:09:00,0.0062435,62.13001175,0.0050334,0.9815444,0.0438644,0.0157821,0.0052903,62.13001175,0.0068256,1.0155588,3.219438314,0.0485967,0.0205029
2020-02-15 18:19:00,0.0062444,62.49667358,0.0040408,0.95494,0.0455216,0.0135906,0.0044065,62.49667358,0.0033722,1.0468107,3.21924305,0.0488195,0.0216703
2020-02-15 18:28:00,0.0052609,62.49667358,0.0046273,0.9782867,0.0474062,0.0205029,0.00581,62.49667358,0.0064265,1.0079562,3.21924305,0.041208,0.0149982
2020-02-15 18:38:00,0.0055729,62.13001175,0.0047117,0.9774514,0.0461574,0.0138995,0.0046264,62.13001175,0.0027748,1.0268595,3.219633818,0.0458991,0.0154513
2020-02-15 18:48:00,0.0049611,62.46002045,0.0030441,0.9863056,0.0444083,0.014867,0.0051216,62.46002045,0.0039717,1.0360415,3.219145298,0.0506441,0.0134272
2020-02-15 18:59:00,0.0057924,62.49667358,0.0030567,1.0004849,0.0398715,0.0151927,0.0050191,62.49667358,0.004012,1.0398867,3.218949795,0.0462676,0.0202279
2020-02-15 19:09:00,0.0052351,62.31334267,0.0034532,1.0092765,0.0417277,0.0150401,0.0046657,62.31334267,0.0025753,1.04367,3.218852282,0.0440365,0.0168622
2020-02-15 19:19:00,0.0045179,62.16666489,0.0021942,1.0102162,0.0472588,0.0180296,0.0058075,62.16666489,0.0026183,1.0612546,3.218168497,0.0522112,0.0165809
2020-02-15 19:29:00,0.0048427,62.38665924,0.0043865,1.0030326,0.0413665,0.0168719,0.0053708,62.38665924,0.003842,1.0511823,3.217777729,0.0456179,0.0172519
2020-02-15 19:38:00,0.005018,62.38665924,0.0041,1.0005476,0.0437649,0.0141527,0.0034678,62.38665924,0.0031638,1.0559256,3.217777729,0.0618669,0.0149126
2020-02-15 19:48:00,0.0049757,61.98333397,0.0036222,0.9726902,0.0512603,0.0134334,0.0046457,61.98333397,0.0043115,1.0587385,3.217875481,0.0474025,0.0133662
2020-02-15 19:59:00,0.0048249,62.60664673,0.003214,0.9763864,0.0441436,0.0162721,0.0049466,62.60664673,0.006161,1.0339848,3.217289448,0.050937,0.014745
2020-02-15 20:09:00,0.0052299,62.16666489,0.0039656,0.9838624,0.0448188,0.0157829,0.0051149,62.16666489,0.0047034,1.0676315,3.217387199,0.0500421,0.0146501
2020-02-15 20:19:00,0.0049693,61.9466774,0.0048341,0.9760105,0.0410226,0.0181281,0.0054174,61.9466774,0.0051784,1.0368286,3.217191696,0.0502422,0.0145018
2020-02-15 20:29:00,0.0052424,62.38665924,0.0038873,0.9952434,0.0448072,0.0162079,0.0048405,62.38665924,0.0060163,1.0379925,3.216703415,0.0468589,0.0137859
2020-02-15 20:38:00,0.0053293,62.38665924,0.0035108,0.9670101,0.0545003,0.0146825,0.0047495,62.38665924,0.0033756,1.068305,3.216703415,0.0469197,0.0190395
2020-02-15 20:48:00,0.005276,62.46002045,0.0043779,1.0006102,0.0461669,0.015439,0.0049064,62.46002045,0.003311,1.0142736,3.216800928,0.0534755,0.0152298
2020-02-15 20:58:00,0.00495,62.2766861,0.0036151,0.964191,0.0429885,0.0182363,0.0053271,62.2766861,0.0046066,1.0281034,3.216312647,0.0436408,0.0192215
2020-02-15 21:09:00,0.0054232,62.16666489,0.0041805,0.991046,0.0404154,0.0208529,0.0058647,62.16666489,0.0027535,1.0196466,3.216800928,0.0448416,0.0204739
2020-02-15 21:19:00,0.0055096,62.46002045,0.0048936,0.9738805,0.0436705,0.017535,0.00477,62.46002045,0.0048201,1.0136078,3.216214895,0.0543786,0.0164863
2020-02-15 21:29:00,0.0044445,62.34999924,0.0034272,1.02947,0.0505273,0.0139862,0.0048539,62.34999924,0.0051034,1.0723489,3.215921879,0.0462599,0.0178992
2020-02-15 21:39:00,0.0052936,62.13001175,0.0049939,0.9867233,0.0480626,0.0147611,0.0045729,62.13001175,0.0032253,1.0643076,3.215628862,0.0473563,0.0152383
2020-02-15 21:48:00,0.0059078,62.13001175,0.0035341,0.9780779,0.0430438,0.0150271,0.0054101,62.13001175,0.0062516,0.9871018,3.215628862,0.0441259,0.01547
2020-02-15 21:58:00,0.0052044,62.05665054,0.0054059,0.9970184,0.0424561,0.0144367,0.0049862,62.05665054,0.0049789,1.0180337,3.215335846,0.0472693,0.0154016
2020-02-15 22:08:00,0.0056775,62.20332489,0.0030859,0.9962458,0.0474213,0.0159644,0.0047755,62.20332489,0.0032949,1.0498507,3.214652061,0.0513602,0.0155052
2020-02-15 22:19:00,0.0055407,62.46002045,0.0038355,0.9737343,0.0489661,0.013255,0.004251,62.46002045,0.0041738,1.047701,3.215140343,0.0418972,0.0199343
2020-02-15 22:29:00,0.0056304,62.2766861,0.0042436,0.9928837,0.0434182,0.0156303,0.0051657,62.2766861,0.0051372,1.0316441,3.21455431,0.045633,0.0183545
2020-02-15 22:39:00,0.0047499,62.23998489,0.004579,0.9664672,0.0410444,0.0205794,0.0046937,62.23998489,0.0038373,1.0357861,3.214456797,0.0459716,0.0150337
2020-02-15 22:49:00,0.0055704,62.20332489,0.0034058,0.9936772,0.0391314,0.0180735,0.0045843,62.20332489,0.0022246,1.0295692,3.214163542,0.0514617,0.0141833
2020-02-15 22:59:00,0.004893,62.13001175,0.0029239,0.9785582,0.0416168,0.016248,0.0055461,62.13001175,0.0051444,1.0131072,3.21455431,0.0442857,0.0180197
2020-02-15 23:08:00,0.0053016,62.13001175,0.0036343,0.9919857,0.0497926,0.0151674,0.004933,62.13001175,0.0040855,1.0446481,3.21455431,0.0441356,0.016672
2020-02-15 23:18:00,0.005507,62.16666489,0.0051943,0.9666969,0.0416114,0.0144451,0.0047952,62.16666489,0.0045969,1.0022761,3.214359045,0.0498265,0.0161716
2020-02-15 23:28:00,0.0054153,62.2766861,0.0053999,0.9754676,0.0458451,0.012743,0.0047472,62.2766861,0.0039442,1.0382583,3.213675261,0.0468868,0.0173779
2020-02-15 23:39:00,0.0051708,62.46002045,0.0045148,0.987496,0.04868,0.0157567,0.0048321,62.46002045,0.0035869,1.0739515,3.213968277,0.054209,0.0164331
2020-02-15 23:49:00,0.0049368,62.34999924,0.0058839,1.0017796,0.0439469,0.0149848,0.0051268,62.34999924,0.0037668,1.0273189,3.213577509,0.0501036,0.0145688
2020-02-15 23:59:00,0.005483,62.2766861,0.004197,0.9544597,0.0437535,0.0138829,0.00492,62.2766861,0.001645,1.0407745,3.213088989,0.0485635,0.0167339
2020-02-16 00:09:00,0.0058813,62.23998489,0.0066422,1.0027402,0.0481618,0.0149973,0.0050162,62.23998489,0.0037762,1.0586637,3.213088989,0.0470639,0.0218227
2020-02-16 00:18:00,0.0050609,62.23998489,0.0056112,0.9739849,0.0413009,0.018573,0.0054044,62.23998489,0.003752,1.0350944,3.213088989,0.0461028,0.016145
2020-02-16 00:28:00,0.0054164,62.42331581,0.0056055,0.983048,0.046923,0.0190038,0.0046851,62.42331581,0.0040495,1.0384183,3.212600708,0.0552094,0.0158565
2020-02-16 00:38:00,0.0051786,62.34999924,0.0033392,0.9943037,0.0421155,0.0177812,0.0053342,62.34999924,0.0031315,1.059714,3.212893724,0.041687,0.0175938
2020-02-16 00:49:00,0.0061031,62.49667358,0.0045668,1.00936,0.0462498,0.0141498,0.0042321,62.49667358,0.0036945,1.0306763,3.212307692,0.0528524,0.0192651
2020-02-16 00:59:00,0.0047181,62.42331581,0.0026494,0.9873707,0.0578693,0.0145418,0.0044872,62.42331581,0.0036162,1.0463487,3.21269846,0.0444138,0.0142511
2020-02-16 01:09:00,0.0055383,62.20332489,0.0039222,0.985533,0.0435542,0.0132144,0.0050227,62.20332489,0.0063664,1.0402919,3.212600708,0.0589245,0.0181098
2020-02-16 01:19:00,0.0052328,62.34999924,0.0036656,1.004912,0.0418249,0.0144648,0.0042155,62.34999924,0.0028559,1.0488107,3.212112188,0.0561281,0.0138561
2020-02-16 01:28:00,0.0054309,62.34999924,0.0034657,0.993886,0.0492143,0.0137164,0.0046712,62.34999924,0.0027776,1.0460184,3.212112188,0.0476807,0.0198792
2020-02-16 01:38:00,0.0058109,62.42331581,0.00518,0.9757391,0.0505336,0.0152571,0.0051917,62.42331581,0.0052444,1.0281679,3.211916924,0.045581,0.0193055
2020-02-16 01:48:00,0.0043933,62.38665924,0.0030851,0.9894172,0.0406006,0.0172145,0.0051033,62.38665924,0.0039882,1.0006761,3.212014675,0.0535518,0.0143424
2020-02-16 01:59:00,0.0062122,62.23998489,0.0067874,0.9753632,0.0409772,0.0206197,0.0049946,62.23998489,0.0031782,1.034968,3.211721659,0.0507426,0.0202094
2020-02-16 02:09:00,0.0060132,62.31334267,0.0036625,1.0024479,0.0432498,0.0154409,0.0051952,62.31334267,0.0034923,1.0466997,3.211330891,0.0543529,0.0215188
2020-02-16 02:19:00,0.0053196,62.34999924,0.0044271,0.9918813,0.0442401,0.0149204,0.004324,62.34999924,0.0030625,1.0442558,3.211526394,0.0441899,0.0193649
2020-02-16 02:29:00,0.0052891,62.49667358,0.0054178,0.9916098,0.044455,0.0146724,0.0048306,62.49667358,0.0027798,1.0708857,3.211037874,0.0504457,0.0170947
2020-02-16 02:38:00,0.0044543,62.49667358,0.0033619,0.95423,0.0473123,0.0139232,0.0048669,62.49667358,0.0036771,1.0391874,3.211037874,0.043906,0.0118773
2020-02-16 02:48:00,0.0055542,62.13001175,0.005755,0.9712911,0.043515,0.0132185,0.0050055,62.13001175,0.0049092,0.9989238,3.211037874,0.0471735,0.0224647
2020-02-16 02:58:00,0.005812,62.31334267,0.0053816,0.992299,0.0420355,0.014595,0.0044983,62.31334267,0.0025059,1.0696908,3.209963322,0.0602993,0.0174444
2020-02-16 03:09:00,0.006077,62.23998489,0.0033653,0.9735881,0.0442113,0.0137049,0.004975,62.23998489,0.0069996,1.0447229,3.210549593,0.0460784,0.0169865
2020-02-16 03:19:00,0.0054122,62.46002045,0.0039031,0.9750917,0.0472197,0.0136095,0.0047498,62.46002045,0.0057776,1.0579411,3.209963322,0.0520203,0.017249
2020-02-16 03:29:00,0.0047074,62.46002045,0.0034476,1.0044317,0.043832,0.0169175,0.0045642,62.46002045,0.0050093,1.027595,3.209670305,0.0433694,0.0155756
2020-02-16 03:39:00,0.004827,62.16666489,0.0029667,1.0139124,0.0431392,0.0131916,0.0044848,62.16666489,0.0022589,1.0345035,3.209670305,0.0603327,0.0155734
2020-02-16 03:48:00,0.0061093,62.16666489,0.0041729,0.9779108,0.0431392,0.0131916,0.0044848,62.16666489,0.0022589,1.0345035,3.209670305,0.0499702,0.0179973
2020-02-16 03:58:00,0.0049995,62.46002045,0.005107,1.0099865,0.0437522,0.0178679,0.0056233,62.46002045,0.0053562,1.0626198,3.209084272,0.0574934,0.0159688
2020-02-16 04:08:00,0.0053981,62.53333359,0.0039507,0.9996079,0.0436279,0.0150896,0.0045748,62.53333359,0.0044403,1.0545604,3.209181786,0.0493543,0.0163639
2020-02-16 04:19:00,0.0057831,62.53333359,0.0039476,0.9961831,0.0536008,0.0125957,0.0041193,62.53333359,0.001778,1.0531901,3.209181786,0.0587098,0.015536
2020-02-16 04:29:00,0.0048145,62.46002045,0.0024778,0.9993782,0.0415157,0.0139063,0.0043748,62.46002045,0.0054233,1.0154814,3.209377289,0.0509996,0.0152251
2020-02-16 04:39:00,0.0049424,62.56999359,0.0039304,0.9724187,0.0443396,0.0134315,0.0051424,62.56999359,0.0039182,1.0475049,3.208595991,0.0475642,0.0156137
2020-02-16 04:49:00,0.0056234,62.49667358,0.0042466,0.9878927,0.043746,0.0130385,0.0046854,62.49667358,0.0020248,1.0299254,3.208693504,0.0431778,0.0158586
2020-02-16 04:58:00,0.0047834,62.23998489,0.0028298,0.9626039,0.043746,0.0130385,0.0046854,62.23998489,0.0020248,1.0299254,3.20849824,0.0444801,0.0128653
2020-02-16 05:08:00,0.0058307,62.2766861,0.0080991,0.9818994,0.0467384,0.0148509,0.0049825,62.2766861,0.0037635,1.0301396,3.208204985,0.0437867,0.0218729
